,name,city,state,nirfRank,rank
3685,Shri Vile Parle Kelvani Mandal`s Mithibai College of Arts Chauhan Institute of Science and Amrutben Jivanlal College of Commerce and Economics,Mumbai,Maharashtra,nan,nan
3686,Shri Vishnu Engineering Col,Bhimavaram,Andhra Pradesh,241,nan
3687,Shri Vishnu Engineering College for Women,Bhimavaram,Andhra Pradesh,nan,nan
3688,"Shri Vyanktesh Arts, Commerce College",Buldana,Maharashtra,nan,nan
3689,Shri. M.D. Shah Mahila College of Arts & Commerce,Mumbai,Maharashtra,nan,nan
3690,Shrimad Rajchandra Vidyapeeth,TALUKA - DHARAMPUR,Gujarat,nan,nan
3691,Shrimant Babasaheb Deshmukh Mahavidyalaya,Atpadi,Maharashtra,nan,nan
3692,Shrinathji Institute of Technology & Engineering,Nathdwara,Rajasthan,nan,nan
3693,Shriram Institute of Information Technology,Paniv,Maharashtra,nan,nan
3694,Shriram Kala Mahila Mahavidyalaya Dhamangon Rly Dist Amravati Maharashtra,Amravati,Maharashtra,nan,nan
3695,Shroff S. R. Rotary Institute of Chemical Technology,Valia,Gujarat,nan,nan
3696,Shyam Lal College,Delhi,Delhi,nan,nan
3697,Shyam Lal College (Eve.),Delhi,Delhi,nan,nan
3698,Shyama Prasad Mukherji College for Women,New delhi,Delhi,nan,nan
3699,Shyamsundar College,Burdwan,West Bengal,nan,nan
3700,Sibsagar College,Sivasagar,Assam,nan,nan
3701,Siddaganga Institute of Technology,Tumkur,Karnataka,97,nan
3702,Siddartha Educational Academy Group of Institutions (Integrated Campus),Tirupathi,Andhra Pradesh,nan,nan
3703,Siddartha Institute of Science and Technology,Puttur,Andhra Pradesh,nan,nan
3704,"Siddharth Arts, Commerce & Science College",Jafrabad,Maharashtra,nan,nan
3705,Siddharth Institute of Engineering & Technology,Puttur,Andhra Pradesh,nan,nan
3706,Siddhartha Institute of Engineering & Technology,Rangareddy,Telangana,nan,nan
3707,Siddhartha Institute of Techno,Hyderabad,Telangana,293,nan
3708,Siddhartha Institute of Technology & Science,Hyderabad,Telangana,nan,nan
3709,Siddhivinayak Technical Campus,Shegaon,Maharashtra,nan,nan
3710,"Sikkim Government Law College, Burtuk",Gangtok,Sikkim,28,nan
3711,Sikkim Manipal Institute of Medical Sciences (SMIMS),Gangtok,Sikkim,nan,nan
3712,Sikkim Manipal Institute of Tec,Rangpo,Sikkim,242,nan
3713,Sikkim Manipal Institute of Technology (SMIT),Rangpo,Sikkim,nan,nan
3714,Siksha `O` Anusandhan,nan,nan,18,nan
3715,Siksha `O` Anusandhan,Bhubaneswar,Odisha,nan,16
3716,Silapather College,Dhemaji,Assam,nan,nan
3717,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,161,nan
3718,"Siliguri College, Darjeeling",Siliguri,West Bengal,nan,nan
3719,Siliguri Institute Of Technology,Siliguri,West bengal,nan,nan
3720,"Silli College, Silli",RANCHI,Jharkhand,nan,nan
3721,Sillod Education Trust`s Nalanda College of B.C.A,Aurangabad,Maharashtra,nan,nan
3722,Silver Jubilee Degree College (Autonomous),Kurnool,Andhra Pradesh,nan,nan
3723,Sindhi College of Arts and Science,Chennai,Tamil Nadu,nan,nan
3724,Sindhu Bharati Trusts Shri Sindh Thakurnath S S T College of Arts & Commerce,Ulhasnagar,Maharashtra,nan,nan
3725,Sindhu College,Nagpur,Maharashtra,nan,nan
3726,Sindri College,Dist. Dhanbad,Jharkhand,nan,nan
3727,Singhbhum College,Purbi Singhbhum,Jharkhand,nan,nan
3728,"Singur Government General Degree College, Singur, Hooghly",Hooghly,West Bengal,nan,nan
3729,Sinhgad Academy of Engineering,Pune,Maharashtra,nan,nan
3730,Sinhgad College of Engineering,Pune,Maharashtra,nan,nan
3731,"Sinhgad Dental College & Hospital, Pune",Pune,Maharashtra,nan,nan
3732,Sinhgad Technical Education Society`s SKN Sinhgad Institute of Technology and Science,Pune,Maharashtra,nan,nan
3733,Sinhgad Technical Education Society`s Sinhgad Institute of Technology,Pune,Maharashtra,nan,nan
3734,Sinhgad Technical Education Society`s Sinhgad Institute of Technology & Science,Pune,Maharashtra,nan,nan
3735,Sipajhar College,Darrang,Assam,nan,nan
3736,"Sipna College of Engineering and Technology, Amravati",Amravati,Maharashtra,nan,nan
3737,Sir C R Reddy College,West Godavari,Andhra Pradesh,nan,nan
3738,Sir C R Reddy College of Engineering,Eluru,Andhra Pradesh,nan,nan
3739,Sir C. V. Raman Institute of Technology & Sciences,Tadipatri,Andhra Pradesh,nan,nan
3740,"Sir M Visvesvaraya Institute of Technology, Bangalore",Bengaluru,Karnataka,nan,nan
3741,Sir M.V. Government Science College,Shimoga,Karnataka,nan,nan
3742,Sir Padmapat Singhania University,Udaipur,Rajasthan,nan,nan
3743,Sir Syed College,Kannur,Kerala,nan,nan
3744,Sir Theagaraya College,Chennai,Tamil Nadu,nan,nan
3745,Sir Vishveshwaraiah Institute of Science & Technology,Chittoor,Andhra Pradesh,nan,nan
3746,"Sitabai Kala Mahavidyalaya, Akola",AKOLA,Maharashtra,nan,nan
3747,"Sitadevi Ratan Chand Nahar Adarsh College, 5th main Chamarjpet,Bangalore",BANGALORE-560 018,Karnataka,nan,nan
3748,"Sivananda Sarma Memorial R. V. College, Bangalore",Bengaluru,Karnataka,nan,nan
3749,"Smt Chandibai Himathmal Mansukhani College, Dist Thane",Thane,Maharashtra,nan,nan
3750,"Smt Durga Devi Sharma Charitable Trusts Chandrabhan Sharma College of Arts Commerce & Science, Mumbai",POWAI,Maharashtra,nan,nan
3751,Smt R M Prajapati Arts College Satlasana,Satlasana-,Gujarat,nan,nan
3752,Smt Sindhutai Jadhao Arts and Science College Formerly known as Arts and Science Mahila College,,Maharashtra,nan,nan
3753,Smt. Akkatai Ramgonda Patil Kanya Mahavidyalaya,Ichalkaranji,Maharashtra,nan,nan
3754,Smt. Chandaben Mohanbhai Patel Institute of Computer Applications,Changa,Gujarat,nan,nan
3755,Smt. K.R. College for Women,Rajahmundry,Andhra Pradesh,nan,nan
3756,"Smt. Kamala & Vekappa M Agadi College of Engg. & Technology, Lakshmeshwara",Laxmeshwar,Karnataka,nan,nan
3757,Smt. Kashibai Navale College of Engineering,Pune,Maharashtra,nan,nan
3758,"Smt. Kesharbai Lahoti Mahavidyalaya,Morshi Road, Amravati",Amravati,Maharashtra,nan,nan
3759,"Smt. Laxmibai Radhakisan Toshniwal Commerce College, Akola.",Akola,Maharashtra,nan,nan
3760,Smt. Maniben M.P. Shah Women`s College of Arts and Commerce,Mumbai,Maharashtra,nan,nan
3761,Smt. Manoramabai Mundle College of Architecture,Nagpur,Maharashtra,nan,nan
3762,Smt. Mathubai Garware Kanya Mahavidyalaya,Sangli,Maharashtra,nan,nan
3763,"Smt. NPS. Government Degree College for Women, CHITTOOR Urban",Chittoor,Andhra Pradesh,nan,nan
3764,Smt. Nankibai Wadhwani Kala Mahavidyalaya,Yavatmal,Maharashtra,nan,nan
3765,"Smt. Nathibai Damodar Thackersey Women's Univeristy, Mumbai",Mumbai,Maharashtra,nan,nan
3766,"Smt. P.N. Doshi Women's College of Arts, Kum. U.R. Shah Women's College of Commerce & Dr. Smt. Nanavati Bhanuben Mahendra Women's College of Home Science",Mumbai -,Maharashtra,nan,nan
3767,Smt. Radhadevi Goenka College for Women,Akola,Maharashtra,nan,nan
3768,Smt. Surajdevi Ramchandra Mohata Mahila Mahavidyalaya,Khamgaon,Maharashtra,nan,nan
3769,Smt. Veeramma Gangasiri College for Women Gulbarga,Gulbarga,Karnataka,nan,nan
3770,"Smt.Kamladevi Gauridatta Mittal College of Arts and Commerce Marwari Vidyalaya, Mumbai",Mumbai,Maharashtra,nan,nan
3771,Social Welfare Residential Government Degree College for Girls,Kalikiri,Andhra Pradesh,nan,nan
3772,Social Welfare Residential Government Degree College for Girls,Vijayawada,Andhra Pradesh,nan,nan
3773,Soma Subhadramma Ramangoud Arts & Commerce College for Women,Raichur,Karnataka,nan,nan
3774,Sona College of Technology,Salem,Tamil Nadu,174,nan
3775,Sonapur College,Kamrup M,Assam,nan,nan
3776,Sonari College,Sivasagar,Assam,nan,nan
3777,"Sonopant Dandekar Arts College S Apte Commerce and M H Mehta Science College, Dist Thane",Palghar,Maharashtra,nan,nan
3778,"Sonubhau Baswant College of Arts & Commerce, Dist Thane",SHAHAPUR,Maharashtra,nan,nan
3779,Sophia College for Women,Mumbai,Maharashtra,nan,nan
3780,Sophia Girls College,Ajmer,Rajasthan,nan,nan
3781,Soundarya Institute of Management & Science,Bangalore,Karnataka,nan,nan
3782,Sourashtra College,Madurai,Tamil Nadu,nan,nan
3783,South Calcutta Girls College,Kolkata,West Bengal,nan,nan
3784,South East Manipur College,Chandel,Manipur,nan,nan
3785,South Indian Education Society?s College of Commerce & Economics,Mumbai,Maharashtra,nan,nan
3786,Sovarani Memorial College,HOWRAH,West Bengal,nan,nan
3787,Sphoorthy Engineering College,Hyderabad,Telangana,nan,nan
3788,Sree Ayyappa College for Women,Nagercoil,Tamil Nadu,nan,nan
3789,"Sree Ayyappa College, Thiruvanvandoor, Chengannur",Alappuzha,Kerala,nan,nan
3790,Sree Balaji Dental College & Hospital,Chennai,Tamil Nadu,29,nan
3791,Sree Balaji Medical College and Hospital,Chennai,Tamil Nadu,nan,nan
3792,Sree Buddha College Of Engineering For Women,Elavumthitta,Kerala,nan,nan
3793,"Sree Buddha College of Engineering, Pattoor",Pattoor,Kerala,nan,nan
3794,Sree Chaitanya College of Engineering,Karimnagar,Telangana,nan,nan
3795,Sree Chaitanya Institute of Technological Sciences,Karimnagar,Telangana,nan,nan
3796,Sree Chaitanya Mahavidyalaya,Barasat,West Bengal,nan,nan
3797,"Sree Chitra Thirunal College of Engineering, Pappanamcode, Thiruvanthapuram",Thiruvananthapuram,Kerala,nan,nan
3798,"Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananthapuram",nan,nan,9,nan
3799,"Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala,nan,nan
3800,Sree Dattha Group of Institutions,Hyderabad,Telangana,nan,nan
3801,Sree Dattha Institute of Engineering and Science,R.R District,Telangana,nan,nan
3802,"Sree Kerala Varma College, Thrissur",Thrissur,Kerala,nan,nan
3803,"Sree Krishna College, Guruvayur",Thrissur,Kerala,nan,nan
3804,Sree Narayana College,Sivagiri,Kerala,nan,nan
3805,"Sree Narayana College for Women, Kollam",Kollam,Kerala,nan,nan
3806,"Sree Narayana College, Chathannur",Kollam,Kerala,nan,nan
3807,"Sree Narayana College, Chengannur",Chengannur,Kerala,nan,nan
3808,"Sree Narayana College, Kollam",Kollam,Kerala,nan,nan
3809,"Sree Narayana College, Thottada",Kannur,Kerala,nan,nan
3810,Sree Narayana Guru College,Coimbatore,Tamil Nadu,nan,nan
3811,Sree Rama Engineering College,Tirupati,Andhra Pradesh,nan,nan
3812,Sree Ramu College of Arts and Science,Pollachi,Tamil Nadu,nan,nan
3813,Sree Sakthi Engineering College,Coimbatore,Tamil Nadu,nan,nan
3814,Sree Saraswathi Thiagaraja College,Coimbatore,Tamil Nadu,nan,nan
3815,Sree Sastha Institute of Engineering and Technology,Chembarambakkam,Tamil Nadu,nan,nan
3816,"Sree Sevugan Annamalai College, Devakottai",Sivaganga,Tamil Nadu,nan,nan
3817,Sree Sowdambika College of Engineering,Aruppukottai,Tamil Nadu,nan,nan
3818,Sree Venkateswara College of Engineering,Kodavaluru,Andhra Pradesh,nan,nan
3819,"Sree Vidyadhi Raja N S S College, Kottayam",Kottayam,Kerala,nan,nan
3820,Sree Vidyanikethan Engineering College,Tirupati,Andhra Pradesh,165,nan
3821,Sreegopal Banerjee College,Hugli,West Bengal,nan,nan
3822,Sreenidi Institute of Science &Technology,Rangareddy,Telangana,nan,nan
3823,Sreenivasa Institute of Technology and Management Studies,Chittoor,Andhra Pradesh,nan,nan
3824,Sreepada Degree College,Visakhapatnam,Andhra Pradesh,nan,nan
3825,"Sreepathy Institute of Management & Technology, Vavanoor",Koottanad,Kerala,nan,nan
3826,Sreyas Institute of Engineering & Technology,Hyderabad,Telangana,nan,nan
3827,Sri A.S.N.M. Government College,Palakol,Andhra Pradesh,nan,nan
3828,Sri Adichunchanagiri Women`s College,Theni,Tamil Nadu,nan,nan
3829,Sri Akilandeshwari Women`s College,Vandavasi,Tamil Nadu,nan,nan
3830,Sri Aurobindo College (Eve.),Delhi,Delhi,nan,nan
3831,"Sri Balaji Society's Balaji College of Arts, Commerce and Science",Pune,Maharashtra,nan,nan
3832,Sri Balaji Vidya Parishad Degree College,Gajuwaka,Andhra Pradesh,nan,nan
3833,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,nan,70
3834,Sri Basara Degree College,Visakhapatnam,Andhra Pradesh,nan,nan
3835,Sri Boddu Krishna Degree College,Vizianagaram,Andhra Pradesh,nan,nan
3836,"Sri Channabasaveshwara Institute of Technology, Gubbi",Tumkur,Karnataka,nan,nan
3837,"Sri Chintamani Arts Commerce College, Ghuggus",Chandrapur,Maharashtra,nan,nan
3838,"Sri Chintamani Arts Commerce College, Ponbhurna",Pombhurna,Maharashtra,nan,nan
3839,Sri DNR Government Degree college(W),Palakol,Andhra Pradesh,nan,nan
3840,"Sri Devi Kumari Women's College, Kuzhithurai, Kanyakumari Dist",Kanniyakumari,Tamil Nadu,nan,nan
3841,Sri Devraj Urs Academy of Higher Education and Research,Kolar,Karnataka,nan,nan
3842,"Sri Dharmasthala Manjunatheshwara College, Ujire",Ujire,Karnataka,nan,nan
3843,Sri Eshwar College of Engineering,Coimbatore,Tamil Nadu,nan,nan
3844,Sri GVG Visalakshi College for Women,Tiruppur,Tamil Nadu,nan,nan
3845,"Sri Gulab Singh Government Degree College, Dehradun",CHAKRATA,Uttarakhand,nan,nan
3846,Sri Guraijada Apparao Government Degree College,Visakhapatnam,Andhra Pradesh,nan,nan
3847,Sri Guru Gobind Singh College,Chandigarh,Chandigarh,nan,nan
3848,Sri Guru Gobind Singh College of Commerce,Delhi,Delhi,nan,nan
3849,Sri Guru Granth Sahib Wo,Fatehgarh Sahib,Punjab,294,nan
3850,Sri Guru Granth Sahib World University,Fatehgarh Sahib,Punjab,nan,nan
3851,"Sri Guru Hari Singh College, Sri Jiwan Nagar",Sirsa,Haryana,nan,nan
3852,Sri Guru Nanak Dev Khalsa College,Delhi,Delhi,nan,nan
3853,Sri Guru Ram Das Institute of Dental Sciences & Research,Amritsar,Punjab,nan,nan
3854,Sri Guru Ram Das Institute of Medical Sciences & Research,Amritsar,Punjab,nan,nan
3855,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,nan,nan
3856,"Sri H.D Devegowda Government First Grade College, Paduvalahippe",Holenarasipura Taluk,Karnataka,nan,nan
3857,Sri Indu College of Engineering and Technology,Rangareddy,Telangana,nan,nan
3858,Sri Indu Institute of Engineering and Technology,Rangareddy,Telangana,nan,nan
3859,Sri Jayendra Saraswathy Maha Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,nan,nan
3860,Sri Kailash Womens College,Salem,Tamil Nadu,nan,nan
3861,Sri Kaliswari College,Sivakasi,Tamil Nadu,nan,nan
3862,Sri Kanyaka Parameswari Arts and Science College for Women,Chennai,Tamil Nadu,nan,nan
3863,"Sri Krishana Institute of Technology, Bangalore",Bangalore,Karnataka,nan,nan
3864,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,nan,nan
3865,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,73,nan
3866,Sri Krishna College of Technology,Coimbatore,Tamil Nadu,122,nan
3867,Sri Krishna Degree College,VISAKHPATNAM,Andhra Pradesh,nan,nan
3868,Sri Manakula Vinayagar Engineering College,Puducherry,Pondicherry,nan,nan
3869,Sri Manakula Vinayagar Medical College and Hospital,Puducherry,Pondicherry,nan,nan
3870,Sri Meenakshi Government Arts College for Women (Autonomous),Madurai,Tamil Nadu,nan,nan
3871,Sri Mittapalli Institute of Technology for Women,Guntur,Andhra Pradesh,nan,nan
3872,Sri Murali Krishna Degree College,Visakhapatnam,Andhra Pradesh,nan,nan
3873,Sri Nehru Maha Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,nan,nan
3874,Sri Padmavathi Mahila Visvavidyalayam,Tirupathi,Andhra Pradesh,nan,nan
3875,"Sri Paramakalyani College, Alwarkurichi",ALWARKURICHI,Tamil Nadu,nan,nan
3876,"Sri Parasakthi College for Women, Tirunelveli",COURTALLAM,Tamil Nadu,nan,nan
3877,Sri Rajiv Gandhi College of Dental Sciences & Hospital,Bangalore,Karnataka,nan,nan
3878,Sri Ramachandra Institute of Higher Education and Research,nan,nan,15,nan
3879,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,nan,48
3880,Sri Ramakrishna College of Arts & Science for Women,Coimbatore,Tamil Nadu,nan,nan
3881,Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu,nan,nan
3882,Sri Ramakrishna Degree College,Nandyal,Andhra Pradesh,nan,nan
3883,Sri Ramakrishna Engin,Coimbatore,Tamil Nadu,244,nan
3884,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,nan,nan
3885,Sri Ramakrishna Institute of Technology,Coimbatore,Tamil Nadu,nan,nan
3886,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,nan,nan
3887,Sri Ramalinga Sowdambigai College of Science and Commerce,Coimbatore,Tamil Nadu,nan,nan
3888,"Sri Ranganathar Institute of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,nan,nan
3889,"Sri Sai College of Engineering and Technology, Badhani",Gurdaspur,Punjab,nan,nan
3890,Sri Sai Degree College,BOBBILI,Andhra Pradesh,nan,nan
3891,Sri Sai Degree College,Vizianagaram,Andhra Pradesh,nan,nan
3892,Sri Sai Kulwant Degree College,ANAKAPALLI,Andhra Pradesh,nan,nan
3893,Sri Sai Mahitha Degree College,Ganguru,Andhra Pradesh,nan,nan
3894,Sri Sai Ram Institute,Chennai,Tamil Nadu,245,nan
3895,Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu,nan,nan
3896,Sri Sairam College of Engineering,Bengaluru,Karnataka,nan,nan
3897,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,157,nan
3898,Sri Sairam Homoeopathy Medical College,Chennai,Tamil Nadu,nan,nan
3899,Sri Sankara Arts and Science College,Kanchipuram,Tamil Nadu,nan,nan
3900,Sri Sankara Bhagavathi Arts & Science College,Kommadikottai,Tamil Nadu,nan,nan
3901,Sri Sarada College for Women(Autonomous),Salem,Tamil Nadu,nan,nan
3902,"Sri Sarada College for Women, V.M. Chatram, Tirunelveli",Tirunelveli,Tamil Nadu,nan,nan
3903,Sri Sarada Niketan College of Science for Women,Karur,Tamil Nadu,nan,nan
3904,Sri Sarathi Institute of Engineering & Technoology,Nuzvid,Andhra Pradesh,nan,nan
3905,Sri Sathguru Sangeetha Vidyalayam,Madurai,Tamil Nadu,nan,nan
3906,Sri Satya Sai College of Engineering,Bhopal,Madhya Pradesh,nan,nan
3907,Sri Shakthi Institute of Engineering and Technology,Coimbatore,Tamil Nadu,nan,nan
3908,Sri Shanmugha College of Engineering and Technology,Sankari,Tamil Nadu,nan,nan
3909,Sri Shirdi Sai Law College,Anakapalli,Andhra Pradesh,nan,nan
3910,"Sri Siddhartha Dental college, Tumkur",Tumkur,Karnataka,nan,nan
3911,"Sri Siddhartha Institute of Technology, Tumkur.",Tumkur,Karnataka,nan,nan
3912,"Sri Siddhartha Medical College, Tumkur",Tumkur,Karnataka,nan,nan
3913,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,48,nan
3914,Sri Uma Bharathi Degree College,Vizianagaram,Andhra Pradesh,nan,nan
3915,Sri Vasavi College,Erode,Tamil Nadu,nan,nan
3916,Sri Vasavi Engineering College,Tadepalligudem,Andhra Pradesh,nan,nan
3917,Sri Vasavi Institute of Engineering & Technology,Pedana,Andhra Pradesh,nan,nan
3918,Sri Venkata Sai Institute of Dental Sciences,Mahabub Nagar,Telangana,nan,nan
3919,Sri Venkatesa Perumal College of Engineering & Technology,Puttur,Andhra Pradesh,nan,nan
3920,Sri Venkateshwara College of Engineering,Bengaluru,Karnataka,nan,nan
3921,Sri Venkateshwaraa Dental College,Pondicherry,Pondicherry,nan,nan
3922,Sri Venkateshwaraa Medical College Hospital and Research Centre,Puducherry,Pondicherry,nan,nan
3923,Sri Venkatesw,Tirupati,Andhra Pradesh,295,nan
3924,Sri Venkateswara College,Delhi,Delhi,nan,nan
3925,Sri Venkateswara College ,Kancheepuram,Tamil Nadu,246,nan
3926,Sri Venkateswara College of Engineering,Kancheepuram,Tamil Nadu,nan,nan
3927,Sri Venkateswara College of Engineering,Kadapa,Andhra Pradesh,nan,nan
3928,Sri Venkateswara College of Engineering and Technology,Chittoor,Andhra Pradesh,198,nan
3929,"Sri Venkateswara College of Engineering, Tirupati",Tirupati,Andhra Pradesh,nan,nan
3930,"Sri Venkateswara Degree College, Parvathipuram",Parvathipuram,Andhra Pradesh,nan,nan
3931,"Sri Venkateswara Degree College, Vizianagaram",Vizianagaram,Andhra Pradesh,nan,nan
3932,Sri Venkateswara Engineering College for Women,Tirupati,Andhra Pradesh,nan,nan
3933,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,nan,nan
3934,Sri Venkateswara University,Tirupati,Andhra Pradesh,nan,67
3935,Sri Vijay Vidyalaya College of Arts and Science,DHARMAPURI,Tamil Nadu,nan,nan
3936,"Sri Vivekananda College of Arts, Science & Commerce, Nehru Nagar",Puttur,Karnataka,nan,nan
3937,Sri Vivekananda Degree College,Anakapalli,Andhra Pradesh,nan,nan
3938,Sri Vyasa NSS College,Thrissur,Kerala,nan,nan
