,Unnamed: 0,name,city,state,nirf_rank,ranked,rank,nirfRank
2266,3229,MSRS Siddardha Degree College,Visakhapatnam,Andhra Pradesh,,,,
2267,805,MVJ College of Engineering,Bengaluru,Karnataka,,,,
2268,806,MVR College of Engineering & Technology,Vijayawada,Andhra Pradesh,,,,
2269,3239,MVR Degree College,Visakhapatnam,Andhra Pradesh,,,,
2270,807,MVSR Engineering College,Hyderabad,Telangana,,,,
2271,3091,Maa Santi Devi College Kutghan Sabalgarh,SABALGARH,Madhya Pradesh,,,,
2272,3092,"Maa Shanti Devi Mahavidyalaya, Badokhar,Morena",MORENA,Madhya Pradesh,,,,
2273,4969,Madan Mohan Malaviya University,Gorakhpur,Uttar Pradesh,,,,278.0
2274,720,Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,,,,
2275,4970,Madanapalle Institute of Techno,Madanapalle,Andhra Pradesh,,,,279.0
2276,721,Madanapalle Institute of Technology & Science,Madanapalle,Andhra Pradesh,,,,
2277,40,"Madhav Institute of Technology and Science, Gwalior",Gwalior,Madhya Pradesh,,,,
2278,3093,Madhav Mahavidyalaya,GWALIOR,Madhya Pradesh,,,,
2279,3094,"Madhav Science College, Kothi Road, Ujjain",Ujjain,Madhya Pradesh,,,,
2280,723,Madhuben and Bhanubhai Patel Institute of Technology,New Vallabh Vidyanagar,Gujarat,,,,
2281,3095,"Madhupur College, Deoghar",MADHUPUR,Jharkhand,,,,
2282,3096,Madras Christian College,Chennai,Tamil Nadu,,,,
2283,5134,"Madras Medical College & Government General Hospital, Chennai",,,,,,12.0
2284,3097,Madras School of Social Work,Chennai,Tamil Nadu,,,,
2285,3098,Madura College,Madurai,Tamil Nadu,,,,
2286,3099,Madurai Institute of Social Science College,Madurai,Tamil Nadu,,,,
2287,5274,Madurai Kamaraj University,Madurai,Tamil Nadu,,,52.0,
2288,3100,"Madurai Sivakasi Nadar Pioneer Meenaksmi Women college, Poovanthi",Sivaganga,Tamil Nadu,,,,
2289,3101,Mahamandleshwar Shri Krishnanandji College of Commerce,Bharuch,Gujarat,,,,
2290,3102,"Mahamaya Government Degree College, Sherkot",Bijnor,Uttar Pradesh,,,,
2291,724,Maharaj Vijayaram Gajapathi Raj College of Engineering,Vizianagaram,Andhra Pradesh,,,,
2292,3103,Maharaja Agrasen College,Delhi,Delhi,,,,
2293,4915,Maharaja Agrasen Institute,Delhi,Delhi,,,,224.0
2294,725,Maharaja Agrasen Institute of Technology,Delhi,Delhi,,,,
2295,3104,Maharaja Bir Bikram College,Agartala,Tripura,,,,
2296,4257,Maharaja Ganga Singh Dental College & Research Centre,Sri Ganganagar,Rajasthan,,,,
2297,726,"Maharaja Institute of Technology, Mysore",Mandya,Karnataka,,,,
2298,727,Maharaja Ranjit Singh State Technical University,Bathinda,Punjab,,,,
2299,728,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,,,,
2300,3105,Maharaja Surajmal Institute,West,Delhi,,,,
2301,729,Maharaja Surajmal Institute of Technology,New Delhi,Delhi,,,,
2302,3106,"Maharaja`s College, Ernakulam",Ernakulam,Kerala,,,,
2303,3107,Maharani Lakshmi Ammani Womens College,Bangalore,Karnataka,,,,
2304,4399,"Maharani Laxmibai Arts and Commerce College, Gwalior",Gwalior,Madhya Pradesh,,,,
2305,3109,Maharani's Science College for Women,Mysore,Karnataka,,,,
2306,3110,Maharani's Women's Commerce and Management College,Mysore,Karnataka,,,,
2307,3111,"Maharashtra Education Society`s Abasaheb Garware College of Arts and Science, Pune",Pune,Maharashtra,,,,
2308,3112,"Maharashtra Education Society`s Garware College of Commerce, Karve Road, Pune",Pune,Maharashtra,,,,
2309,4400,"Maharashtra National Law University, Nagpur",Nagpur,Maharashtra,,,,
2310,3113,"Maharashtra Udaygiri Mahavdiyalaya, Udgir",Udgir,Maharashtra,,,,
2311,730,Maharishi Markandeshwar,Ambala,Haryana,,,,
2312,3114,Maharshi College of Natural Law,Bhubaneswar,Odisha,,,,
2313,3115,Maharshi Dayanand College of Arts Science & Commerce,Mumbai City,Maharashtra,,,,
2314,5316,Maharshi Dayanand University,Rohtak,Haryana,,,94.0,
2315,731,"Maharshi Dayanand University, Rohtak",Rohtak,Haryana,,,,
2316,4916,Maharshi Karve Stree Shikshan Samstha's Cummins College of Enginee,Pune,Maharashtra,,,,225.0
2317,732,Maharshi Karve Stree Shikshan Samstha's Cummins College of Engineering for Women,Pune,Maharashtra,,,,
2318,3116,Maharshi Karve Stree Shikshan Samstha's School of Fashion Technology,Pune,Maharashtra,,,,
2319,3117,"Mahatama Gandhi Vidyamandir Sansthas Arts Mahavidyalaya, Dist.Nashik",Nashik,Maharashtra,,,,
2320,3118,"Mahatama Gandhi Vidyamandirs Arts,Science & Commerce College, Manmad, Nashik",Nandgaon,Maharashtra,,,,
2321,3119,"Mahatama Gandhi Vidyamandirs Loknete Vyankatrao Hiray Mahavidyalaya Arts,Science & Commerce, Dist.Nashik",Nashik,Maharashtra,,,,
2322,41,Mahatma Education Society's Pillai's College of Architecture,New Panvel,Maharashtra,,,,
2323,733,"Mahatma Education Society's, Pillai HOC College of Engineering and technology",Raigarh,Maharashtra,,,,
2324,3121,Mahatma Education Societys Night College of Arts & Commerce Chembur Naka Chembur Mumbai,Mumbaimumbai,Maharashtra,,,,
2325,3122,"Mahatma Education Societys Pillai HOC College of Arts, Science and Commerce",Rasayani,Maharashtra,,,,
2326,3120,Mahatma Education Societys Pillais College of Arts Commerce & Science Dr. K.M.Vasudevan Pillas Campus,New Panvel,Maharashtra,,,,
2327,3123,"Mahatma Gandhi Arts, Science & Late Nasaruddhinbhai Panjwani Commerce College",Armori,Maharashtra,,,,
2328,3124,Mahatma Gandhi Government Arts College,Mahe,Pondicherry,,,,
2329,4971,Mahatma Gandhi Institute,Hyderabad,Telangana,,,,280.0
2330,1845,"Mahatma Gandhi Institute of Medical Sciences, Wardha",Wardha,Maharashtra,,,,
2331,734,Mahatma Gandhi Institute of Technology,Hyderabad,Telangana,,,,
2332,5169,Mahatma Gandhi Medical College and Research Institute,,,,,,47.0
2333,3125,"Mahatma Gandhi Memorial College, Udupi",Udupi,Karnataka,,,,
2334,1847,"Mahatma Gandhi Mission's Medical College,Navi Mumbai",Raigarh,Maharashtra,,,,
2335,735,Mahatma Gandhi Mission`s Jawaharlal Nehru Engineering College,Aurangabad,Maharashtra,,,,
2336,4572,"Mahatma Gandhi University, Kottayam",Kottayam,Kerala,,,,51.0
2337,3126,Mahatma Gandhi Vidyamandir?s Arts & Commerce College,Dist. Nashik,Maharashtra,,,,
2338,3127,"Mahatma Phule Arts, Science and Commerce College",Raigarh,Maharashtra,,,,
2339,736,Mahaveer Institute of Science &Technology,Hyderabad,Telangana,,,,
2340,3128,"Mahayogi Guru Gorakhnath Government Degree College,Bithyani (Yamkeshwar)",Kotdwar,Uttarakhand,,,,
2341,4259,Mahe Institute of Dental Sciences & Hospital,Mahe,Pondicherry,,,,
2342,3129,Mahendra Arts & Science College,Namakkal,Tamil Nadu,,,,
2343,737,Mahendra College of Engineering,Salem,Tamil Nadu,,,,
2344,738,Mahendra Engineering College,Namakkal,Tamil Nadu,,,,
2345,739,Mahendra Institute of Technology,Namakkal,Tamil Nadu,,,,
2346,3130,Maheshtala College,Kolkata,West Bengal,,,,
2347,3131,"Mahila College, Chaibasa",Chaibasa,Jharkhand,,,,
2348,3132,"Mahila College, Godda",Godda,Jharkhand,,,,
2349,3133,"Mahila Mahavidyalaya, Jog Chowk, Amravati",Amravati,Maharashtra,,,,
2350,3134,"Mahila Mahavidyalaya, Mangalwar Peth, Karad",Karad,Maharashtra,,,,
2351,3135,"Mahila Mahavidyalaya, Nagpur",Nagpur,Maharashtra,,,,
2352,3136,"Mahilaratna Pushpatai Hiray Arts, Science and Commerce Mahila Mahavidyalaya",Nashik,Maharashtra,,,,
2353,740,Mahindra University,Hyderabad,Telangana,,,,
2354,3137,Mahishadal Raj College,Purba Medinipur,West Bengal,,,,
2355,741,Mailam Engineering College,Viluppuram,Tamil Nadu,,,,
2356,3138,Maitreyi College,New Delhi,Delhi,,,,
2357,3139,"Majlis Arts & Science College, Puramannur",Malappuram,Kerala,,,,
2358,3140,Majuli College P.O. Majuli,Jorhat,Assam,,,,
2359,3141,Malabar College of Advanced Studies,Malappuram Dt,Kerala,,,,
2360,3142,Malankara Catholic College,Kanniyakumari,Tamil Nadu,,,,
2361,4737,Malaviya National Institute of Technology,Jaipur,Rajasthan,,,,46.0
2362,3144,Malda College-District Malda,District Malda,West Bengal,,,,
2363,4972,Malla Reddy College of Engineering and Technolog,Secunderabad,Telangana,,,,281.0
2364,743,Malla Reddy College of Engineering and Technology (Autonomous),Secunderabad,Telangana,,,,
2365,4917,Malla Reddy Engin,Hyderabad,Telangana,,,,226.0
2366,744,Malla Reddy Engineering College,Hyderabad,Telangana,,,,
2367,745,Malla Reddy Engineering College for Women,Hyderabad,Telangana,,,,
2368,4261,Malla Reddy Institute of Dental Sciences,Hyderabad,Telangana,,,,
2369,746,Malla Reddy Institute of Engineering and Technology,Secunderabad,Telangana,,,,
2370,747,Malla Reddy Institute of Technology & Science,Secunderabad,Telangana,,,,
2371,748,Mallabhum Institute of Technology,Bankura,West Bengal,,,,
2372,749,"Malnad College of Engineering, Hassan",Hassan,Karnataka,,,,
2373,3145,"Mamo College Manassery, Mukkam",Kozhikode,Kerala,,,,
2374,5034,Management Development Institute,,,,,,13.0
2375,750,Manakulavinayagar Institute of Technology,Puducherry,Pondicherry,,,,
2376,4973,Manav Rac,Faridabad,Haryana,,,,282.0
2377,4262,Manav Rachna International Institute of Research & Studies,Faridabad,Haryana,,,,
2378,752,Manav Rachna University,Faridabad,Haryana,,,,
2379,753,Mandava Institute of Engineering and Technology,Jaggaiahpeta,Andhra Pradesh,,,,
2380,754,Mangalam College of Engineering,Kottayam,Kerala,,,,
2381,755,"Mangalmay Institute of Engineering and Technology, Greater Noida",Greater Noida,Uttar Pradesh,,,,
2382,756,Mangalore Institute of Technology & Engineering,Mangaluru,Karnataka,,,,
2383,3146,Mangolnganbi College,Ningthoukhong,Manipur,,,,
2384,3147,Maniben Nanavati Women's College,Mumbai,Maharashtra,,,,
2385,3148,Manikpur Anchalik College,Bongaigaon,Assam,,,,
2386,4498,Manipal Academy of Higher Education ,Manipal,Karnataka,,,,
2387,4538,"Manipal Academy of Higher Education, Manipal",Manipal,Karnataka,,,,17.0
2388,4658,"Manipal College of Dental Sciences, Mangalore",Mangalore,Karnataka,,,,7.0
2389,4264,"Manipal College of Dental Sciences, Manipal",Udupi,Karnataka,,,,
2390,4746,Manipal Institute of Technology,Manipal,Karnataka,,,,55.0
2391,4636,"Manipal School of Architecture and Planning, Mahe",Udupi,Karnataka,,,,15.0
2392,5106,"Manipal University, Jaipur",,,,,,85.0
2393,3149,Mankar College,Mankar,West Bengal,,,,
2394,3150,Mannam Memorial N. S. S. College,Kollam,Kerala,,,,
2395,3151,Mannar Tirumalai Naicker College,Madurai,Tamil Nadu,,,,
2396,3152,"Manoharbhai Patel Arts Commerce, Deori",Deori. Dist- Gondia,Maharashtra,,,,
2397,3153,Manonmaniam Sundaranar University Constituent College,Kadayanallur,Tamil Nadu,,,,
2398,5302,"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,,,80.0,
2399,3154,Mar Athanasios College For Advanced Studies Tiruvalla,Thiruvalla,Kerala,,,,
2400,3155,Mar Athanasius College,Kothamangalam,Kerala,,,,
2401,759,"Mar Athanasius College of Engineering, Ernakulam",Ernakulam,Kerala,,,,
2402,3156,"Mar Augusthinose College, Kottayam",Kottayam,Kerala,,,,
2403,760,Mar Baselios Christian College of Engineering & Technology,Peermade,Kerala,,,,
2404,761,Mar Baselios College of Engineering and Technology,Thiruvananthapuram,Kerala,,,,
2405,4265,Mar Baselios Dental College,Ernakulam,Kerala,,,,
2406,762,Mar Baselios Institute of Technology and Science,Kothamangalam,Kerala,,,,
2407,3157,Mar Gregorios College,Chennai,Tamil Nadu,,,,
2408,3158,Mar Ivanios College for Advanced Studies,Tiruvalla,Kerala,,,,
2409,3159,Mar Ivanios College of Arts and Science,Mavelikara,Kerala,,,,
2410,3160,"Mar Ivanios College, Thiruvananthapuram",Thiruvananthapuram,Kerala,,,,
2411,3161,"Mar Thoma College For Women, Perumbavoor",Ernakulam,Kerala,,,,
2412,3162,"Mar Thoma College, Chungathara",Malappuram,Kerala,,,,
2413,3163,"Mar Thoma Institute of Technology, Kollam",KOLLAM,Kerala,,,,
2414,4266,Maratha Mandal`s Nathajirao G Halgekar Institute,Belgaum,Karnataka,,,,
2415,3164,"Maratha Vidya Prasarak Samajs Arts & Commerce College, Dist. Nashik",Nashik,Maharashtra,,,,
2416,763,Maratha Vidya Prasarak Samak`s Karmaveer Adv. Baburao Ganpatrao Thakare College of Engineering,Nashik,Maharashtra,,,,
2417,44,Marathwada Institute of Technology,Aurangabad,Maharashtra,,,,
2418,4404,"Marathwada Legal`s & General Education Society`s, Manikchand Pahade Law College",Aurangabad,Maharashtra,,,,
2419,765,Marathwada Mitra Mandal College of Engineering Pune,Pune,Maharashtra,,,,
2420,45,"Marathwada Mitra Mandal`s College of Architecture, Pune",Pune,Maharashtra,,,,
2421,3165,"Marathwada Mitra Mandal`s College of Commerce, Pune",Pune,Maharashtra,,,,
2422,766,Marathwada Mitra Mandal`s Institute of Technology,Pune,Maharashtra,,,,
2423,4405,"Marathwada Mitra Mandal`s Shankarrao Chavan Law College, Pune",Pune,Maharashtra,,,,
2424,3166,"Marathwada Shikshan Prasarak Mandal`s Shiv Chhatrapati Arts, Science & Commerce College",Aurangabad,Maharashtra,,,,
2425,3167,"Marathwada Shikshan Prasarak Mandal`s Swami Vivekanand Arts, Science & Commerce College",Bid,Maharashtra,,,,
2426,3168,Margherita College,Tinsukia,Assam,,,,
2427,3169,"Marian College, Kuttikanam P.O. Peermade",Kuttikanam,Kerala,,,,
2428,767,Marian Engineering College,Thiruvananthapuram,Kerala,,,,
2429,3170,Maris Stella College,Krishna,Andhra Pradesh,,,,
2430,3171,Markham College of Commerce,Dist. Hazaribag,Jharkhand,,,,
2431,768,Marri Laxman Reddy Institute of Technology and Management,Hyderabad,Telangana,,,,
2432,3172,"Marthoma College of Science and Technology, Chadayamangalam",Ayur,Kerala,,,,
2433,3173,"Marudhar Kesari Jain College for Women, Marudhar Nagar",Vellore,Tamil Nadu,,,,
2434,769,Marwadi University,Rajkot,Gujarat,,,,
2435,3174,Marwari College,RANCHI,Jharkhand,,,,
2436,3175,"Mary Matha Arts & Science College, Wayanad",Wayanad,Kerala,,,,
2437,3176,Mary Matha College of Arts & Science,Theni,Tamil Nadu,,,,
2438,3177,Master School of Management,Meerut,Uttar Pradesh,,,,
2439,3178,Mata Gujari Mahila Mahavidyalaya,Jabalpur,Madhya Pradesh,,,,
2440,3179,"Mata Gujri College, Fatehgarh Sahib",Fatehgarh Sahib,Punjab,,,,
2441,3180,"Matoshree Shantabai Gote Arts, Commerce & Science College, Washim",Washim,Maharashtra,,,,
2442,770,"Matoshri Education Society`s Matoshri College of Engineering & Research Centre, Nashik",Nashik,Maharashtra,,,,
2443,3181,"Matoshri Subhadrabai Patil Arts and Late Pandurangji Thakare Commerce College, Manora",Manora,Maharashtra,,,,
2444,771,Matrusri Enginering College,Hyderabad,Telangana,,,,
2445,773,"Matsyodari Shikshan Sanstha`s College of Engineering and Technology, Jalna",Jalna,Maharashtra,,,,
2446,4918,Maulana Abul Kalam Azad University,Nadia,West Bengal,,,,227.0
2447,3182,Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal,,,,
2448,3183,Maulana Azad College of Arts & Science & Commerce,District Aurangabad,Maharashtra,,,,
2449,4267,Maulana Azad Institute of Dental Sciences,Delhi,Delhi,,,,
2450,1848,Maulana Azad Medical College,Delhi,Delhi,,,,
2451,3184,Maulana Azad Memorial College,Dist. Jammu,Jammu and Kashmir,,,,
2452,4761,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,,,,70.0
2453,776,"Mauli Group of Institutions, College of Engineering and Technology",Shegaon,Maharashtra,,,,
2454,3185,Mayang Anchalik College,Morigaon,Assam,,,,
2455,3186,"Maynaguri College, Jalpaiguri",Maynaguri,West Bengal,,,,
2456,3187,Md. Sathak College of Arts and Science,Chennai,Tamil Nadu,,,,
2457,778,Medi-Caps University,Indore,Madhya Pradesh,,,,
2458,5165,Medical College,,,,,,43.0
2459,4268,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,,,,
2460,3188,Meenakshi College for Women,Chennai,Tamil Nadu,,,,
2461,779,Meenakshi Sundararajan Engineering College,Chennai,Tamil Nadu,,,,
2462,781,"Meerut Institute Of Technology, Meerut",Meerut,Uttar Pradesh,,,,
2463,780,Meerut Institute of Engineering & Technology,Meerut,Uttar Pradesh,,,,
2464,782,Meghnad Saha Institute of Technology,Kolkata,West Bengal,,,,
2465,3190,"Mehar Chand Mahajan DAV College, Kangra",Kangra,Himachal Pradesh,,,,
2466,3191,Mehr Chand Mahajan D.A.V. College for Women,Chandigarh,Chandigarh,,,,
2467,783,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,,,,
2468,3192,Mercy College,Palakkad,Kerala,,,,
2469,785,Methodist College of Engineering & Technology,Hyderabad,Telangana,,,,
2470,786,Mewar University,Chittorgarh,Rajasthan,,,,
2471,3201,Micheal Madhusudan Datta College,Sabroom,Tripura,,,,
2472,3202,Midnapore City College,Midnapore,West Bengal,,,,
2473,3203,Midnapore College,Paschim Medinipur,West Bengal,,,,
2474,1851,Midnapore Medical College and Hospital,Midnapore,West Bengal,,,,
2475,3204,"Milad-E-Sherief Memorial College, Kayamkulam",Alappuzha,Kerala,,,,
2476,3205,Milagres College,Udupi,Karnataka,,,,
2477,3206,Miraj Mahavidyalaya,Sangli,Maharashtra,,,,
2478,3207,Miranda House,Delhi,Delhi,,,,
2479,3208,Miriam Degree College,Amalapuram,Andhra Pradesh,,,,
2480,5300,Mizoram University,Aizawl,Mizoram,,,78.0,
2481,793,Model Engineering College,Cochin,Kerala,,,,
2482,794,Model Institute of Engineering and Technology,Jammu,Jammu and Kashmir,,,,
2483,3215,"Model Mahila College, Kharsawan",Saraikela_Kharsawan,Jharkhand,,,,
2484,3216,Modern College,Imphal East,Manipur,,,,
2485,3217,"Modern College of Arts, Science & Commerce",Pune,Maharashtra,,,,
2486,795,Modern Education Society`s College of Engineering,Pune,Maharashtra,,,,
2487,796,"Mohamed Sathak Engineering College, Kilakarai",Ramanathapuram,Tamil Nadu,,,,
2488,4407,Mohan Lal Sukhadia University,Udaipur,Rajasthan,,,,
2489,3218,Mohanrao Patangrao Patil Mahavidyalaya,Dist. Sangli,Maharashtra,,,,
2490,3219,Montessori Mahila Kalasala,Vijayawda,Andhra Pradesh,,,,
2491,49,"Moradabad Educational Trust, Group of Institutions, Faculty of B. Architecture",Moradabad,Uttar Pradesh,,,,
2492,797,Moradabad Institute of Technology,Moradabad,Uttar Pradesh,,,,
2493,3221,Moreh College,Moreh,Manipur,,,,
2494,3222,Morigaon College,Morigaon,Assam,,,,
2495,3223,Morning Star Home Science College,Ernakulam,Kerala,,,,
2496,798,Mother Theresa Institute of Engineering and Technology,Palamaner,Andhra Pradesh,,,,
2497,799,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,,,,
2498,3224,Mount Carmel College (Autonomous),Bengaluru,Karnataka,,,,
2499,800,Mount Zion College of Engineering and Technology,Pudukkottai,Tamil Nadu,,,,
2500,3230,Mudhoji College,Phaltan,Maharashtra,,,,
2501,802,Muffakham Jah College of Engineering and Technology,Hyderabad,Telangana,,,,
2502,3231,Mugberia Gangadhar Mahavidyalaya,Purba Medinipur,West Bengal,,,,
2503,3232,"Mula Education Society?s Arts, Commerce and Science College, Sonai",Sonai,Maharashtra,,,,
2504,3233,"Mula Education Societys Shri Dnyaneshwar Mahavidyalaya,Arts,Commerce & Science College, Ahmednagar",Ahmadnagar,Maharashtra,,,,
2505,3234,"Multani Mal Modi College, Patiala",Patiala,Punjab,,,,
2506,4602,Mumbai University,Mumbai,Maharashtra,,,,81.0
2507,3235,Municipal P.G Degree College Mussoorie,Dehradun,Uttarakhand,,,,
2508,3236,Murgaon Education Society`s College of Arts and Commerce,South Goa,Goa,,,,
2509,3237,Muthayammal College of Arts & Science,Namakkal,Tamil Nadu,,,,
2510,803,Muthayammal Engineering College,Namakkal,Tamil Nadu,,,,
2511,4974,Muthoot Institute of Technolo,Puthencruz,Kerala,,,,283.0
2512,804,Muthoot Institute of Technology and Science,Puthencruz,Kerala,,,,
2513,3238,Muthurangam Government Arts College,,Tamil Nadu,,,,
2514,3240,Mysore Makkala Koota and Sri Dharmasthala Manjunatheswara College for Women,Mysuru,Karnataka,,,,
2515,4577,Mysore University,Mysuru,Karnataka,,,,54.0
2516,808,N. B. K. R. Institute of Science & Technology,Vidyanagar,Andhra Pradesh,,,,
2517,4408,N. B. M. Law College,Visakhapatnam,Andhra Pradesh,,,,
2518,4409,N. E. F. Law College,Kamrup,Assam,,,,
2519,3241,N. G. M. College,Pollachi,Tamil Nadu,,,,
2520,3242,N. P. R. Arts & Science College,Dindigul,Tamil Nadu,,,,
2521,3243,N. S. Patel Arts College,Anand,Gujarat,,,,
2522,3244,"N.B.G.S.M.College, SOHNA",Gurgaon,Haryana,,,,
2523,3245,"N.B.K.R Science & Arts College, Vidyanagar",Vidyanagar,Andhra Pradesh,,,,
2524,3246,"N.D.M.V.P.Samajs Arts,Science & Commerce College, Deolali Camp, Dist.Nashik",NASHIK,Maharashtra,,,,
2525,50,"N.D.M.V.P.Samajs College of Architecture, Nashik",NASHIK,Maharashtra,,,,
2526,3247,"N.D.M.V.P.Samajs Karmaveer Kakasaheb Wagh Arts, Science & Commerce College",Nashik,Maharashtra,,,,
2527,3248,N.M.S.S.V.N.College,Madurai,Tamil Nadu,,,,
2528,809,"N.P.R. College of Engineering and Technology, Natham Village, Dindigul",Dindigul,Tamil Nadu,,,,
2529,3249,"N.S.P.R. Government Degree College for Women, Hindupur",Hindupur,Andhra Pradesh,,,,
2530,3250,"N.S.S College, Rajakumari, Kulapparachal",Idukki,Kerala,,,,
2531,3295,NG College,Imphal West,Manipur,,,,
2532,867,NIE Institute of Technology,Mysuru,Karnataka,,,,
2533,4274,"NIMS University, Jaipur",Jaipur,Rajasthan,,,,
2534,4419,NIMT Technical and Professional College,Jaipur,Rajasthan,,,,
2535,4420,NIMT Vidhi Evam Kanoon Sansthan,Greater Noida,Uttar Pradesh,,,,
2536,869,NITRA Technical Campus,Ghaziabad,Uttar Pradesh,,,,
2537,5297,NITTE,Mangaluru,Karnataka,,,75.0,
2538,3304,NKR Government Arts College for Women,Namakkal,Tamil Nadu,,,,
2539,4866,NMAM Institute of Technology,"Nitte, Udupi",Karnataka,,,,175.0
2540,3305,NMKRV College For Women,Bengaluru,Karnataka,,,,
2541,4275,"NOORUL ISLAM COLLEGE OF DENTAL SCIENCES, NEYYATTINKARA",Neyyattinkara,Kerala,,,,
2542,875,NRI - Institute of Research & Technology,Bhopal,Madhya Pradesh,,,,
2543,876,NRI Institute of Information Science and Technology,Bhopal,Madhya Pradesh,,,,
2544,877,NRI Institute of Technology,Vijayawada,Andhra Pradesh,,,,
2545,3309,NSHM College of Management and Technology,Kolkata,West Bengal,,,,
2546,878,NSHM Knowledge Campus Durgapur Group of Institutions,Barddhaman,West Bengal,,,,
2547,3310,NSS College,Pathanamthitta,Kerala,,,,
2548,3311,NSS College Manjeri,Malappuram,Kerala,,,,
2549,879,NSS College of Engineering,Palakkad,Kerala,,,,
2550,3312,"NSS College, Nenmara",Palakkad,Kerala,,,,
2551,3313,"NSS College, Nilamel",Kollam,Kerala,,,,
2552,3314,"NSS College, Ottappalam",Palakkad,Kerala,,,,
2553,3315,"NTR Government Degree College, Valmikipuram Rural",Valmikipuram,Andhra Pradesh,,,,
2554,3318,"NV Patel College of Pure and Applied Sciences, Vallabh Vidyanagar",Vallabh Vidyanagar,Gujarat,,,,
2555,3251,Nabadwip Vidyasagar College,Nadia,West Bengal,,,,
2556,3252,Nabagram Hiralal Paul College,Konnagar,West Bengal,,,,
2557,3253,"Nabira College, Katol",KATOL,Maharashtra,,,,
2558,3254,"Nachikata College of Computer Science Technology, Jabalpur",Jabalpur,Madhya Pradesh,,,,
2559,3255,Nadar Mahajana Sangam Sermathai Vasan College for Women,Madurai,Tamil Nadu,,,,
2560,3256,"Nadar Saraswathi College of Arts and Science, Theni",Theni,Tamil Nadu,,,,
2561,810,Nadar Saraswathi College of Engineering & Technology,Theni,Tamil Nadu,,,,
2562,3257,Nagaon G.N.D.G. Commerce College,Nagaon,Assam,,,,
2563,3258,Nagar College,Murshidabad,West Bengal,,,,
2564,3259,"Nagarik Shikshan Santhas College of Commerce, Mumbai",MUMBAI,Maharashtra,,,,
2565,811,"Nagarjuna College of Engineering & Technology, Bangalore",Bengaluru,Karnataka,,,,
2566,3260,Nagarjuna Government College,Nalgonda,Telangana,,,,
2567,812,"Nagesh Karajagi Orchid College of Engineering and Technology, Solapur.",Solapur,Maharashtra,,,,
2568,3261,"Nagindas Khandwala College of Commerce Arts & Management Studies and Shantaben Nagindas Khandwala College of Science, West Mumbai",Mumbai,Maharashtra,,,,
2569,813,Nagpur Institute of Technology,Nagpur,Maharashtra,,,,
2570,3262,Naipunya Institute of Management and Information Technology,Thrissur,Kerala,,,,
2571,4272,Nair Hospital Dental College,Mumbai,Maharashtra,,,,
2572,814,Nalanda Institute of Technology Bhubaneswar,BHUBANESWAR,Odisha,,,,
2573,815,Nalla Malla Reddy Engineering College,Hyderabad,Telangana,,,,
2574,816,Nalla Narasimha Reddy Education Society`s Group of Institutions,Hyderabad,Telangana,,,,
2575,4995,Nalsar University of Law,Hyderabad,Telangana,,,,4.0
2576,3263,Nambol L. Sanoi College,Bishnupur,Manipur,,,,
2577,3264,"Namchi Government College, Kamrang",South District,Sikkim,,,,
2578,3265,Namrup College,Dibrugarh,Assam,,,,
2579,817,"Nanasaheb Mahadik College of Engineering, Peth",Sangli,Maharashtra,,,,
2580,3266,Nandalal Borghoain City College,Dibrugarh,Assam,,,,
2581,3267,Nandha Arts and Science College,Erode,Tamil Nadu,,,,
2582,818,Nandha College of Technology,Erode,Tamil Nadu,,,,
2583,819,Nandha Engineering College,Erode,Tamil Nadu,,,,
2584,3268,"Nanjil Catholic College of Arts and Science, Kaliyakkavilai",Kanniyakumari,Tamil Nadu,,,,
2585,4975,Narasaraopeta Engin,Narasaraopet,Andhra Pradesh,,,,284.0
2586,820,Narasaraopeta Engineering College,Narasaraopet,Andhra Pradesh,,,,
2587,821,Narasaraopeta Institute of Technology,Narasaraopet,Andhra Pradesh,,,,
2588,3269,Narasinha Dutt College,Howrah,West Bengal,,,,
2589,822,Narasu?s Sarathy Institute of Technology,Salem,Tamil Nadu,,,,
2590,823,Narayana Engineering College,Nellore,Andhra Pradesh,,,,
2591,1854,"Narayana Medical College, Nellore",Sri Potti Sriramulu Nellore,Andhra Pradesh,,,,
2592,3270,Narmada College of Science & Commerce,Bharuch,Gujarat,,,,
2593,825,Narsimhareddy Engineering College,Secunderabad,Telangana,,,,
2594,4919,Narula Institute,Kolkata,West Bengal,,,,228.0
2595,826,Narula Institute of Technology,Kolkata,West Bengal,,,,
2596,3271,"National Centre for Rural Developments Sterling College of Arts Science & Commerce, Navi Mumbai","Nerul (E), Navi Mumbai",Maharashtra,,,,
2597,3272,National College,Tiruchirappalli,Tamil Nadu,,,,
2598,3273,"National College, Bangalore (Autonomous)",Bangalore,Karnataka,,,,
2599,827,National Engineering College,Kovilpatti,Tamil Nadu,,,,
2600,828,National Fire Service College,Nagpur,Maharashtra,,,,
