,Unnamed: 0,name,city,state,nirf_rank,ranked,rank,nirfRank
3859,4011,Swami Sahajanand College of Commerce and Management,Bhavnagar,Gujarat,,,,
3860,4012,Swami Shri Swaroopanand Saraswati Mahavidyalaya,Bhilai,Chhattisgarh,,,,
3861,1227,Swami Vivekanand College of Engineering,Indore,Madhya Pradesh,,,,
3862,4013,"Swami Vivekanand Government College, Lakhnadon, Seoni",Lakhnadon Seoni,Madhya Pradesh,,,,
3863,4014,Swami Vivekanand Government Degree College Ghurmarwin,Ghumarwin,Himachal Pradesh,,,,
3864,4457,Swami Vivekanand Subharti University,Meerut,Uttar Pradesh,,,,
3865,1229,Swami Vivekananda Institute of Science & Technology,Kolkata,West Bengal,,,,
3866,4016,"Swami Vivekananda Mahavidyalaya, Mohanpur",Agartala,Tripura,,,,
3867,4017,Swami Yogananda Giri College,Kokrajhar,Assam,,,,
3868,1230,Swarnandhra College of Engineering & Technology,Narsapur,Andhra Pradesh,,,,
3869,2535,"Swatantrata Sangram Senani Swargiya Sri Pan Singh Bisht Rajkiya Mahavidyalaya Talla Salt, Almora",Newalgaon,Uttarakhand,,,,
3870,4018,"Swatantrya Sainik Shri Kanhaiyalalji Ramchandra Innani Mahavidyalaya,Karanja (Lad), Dist Washim (M.S.)",Karanja (Lad),Maharashtra,,,,
3871,4019,"Syed Ammal College of Arts and Science, Ramanathapuram",Ramanathapuram,Tamil Nadu,,,,
3872,1231,Syed Ammal Engineering College,Ramanathapuram,Tamil Nadu,,,,
3873,4020,Symbiosis College of Arts and Commerce,Pune,Maharashtra,,,,
3874,5038,Symbiosis Institute of Business Management,,,,,,17.0
3875,4583,Symbiosis International,Pune,Maharashtra,,,,62.0
3876,4994,Symbiosis Law School,Pune,Maharashtra,,,,3.0
3877,1232,Synergy Institute of Engineering & Technology,Dhenkanal,Odisha,,,,
3878,1233,T John Institute of Technology,Bengaluru,Karnataka,,,,
3879,5059,T. A. Pai Management Institute Manipal,,,,,,38.0
3880,4021,T. John College,Bengaluru,Karnataka,,,,
3881,4022,T. S. R. & E. R. R. Government Degree College,Pamarru,Andhra Pradesh,,,,
3882,4023,T.H.B. College,Jamugurihat,Assam,,,,
3883,4024,"T.K.M.College of Arts and Science, Kollam",Kollam,Kerala,,,,
3884,4025,T.R.R. Government Degree College,KANDUKUR,Andhra Pradesh,,,,
3885,4026,"T.S.P.S.M.S.C.M. Managuli Arts College, Sindagi",Sindagi,Karnataka,,,,
3886,4027,T.S.S College,MORENA,Madhya Pradesh,,,,
3887,4039,"TES's Bhusawal Arts, Science & P.O.Nahata Commerce College, Bhusawal",Bhusawal,Maharashtra,,,,
3888,1903,"TIRUNELVELI MEDICAL COLLEGE, TIRUNELVELI",Tirunelveli -,Tamil Nadu,,,,
3889,4989,TKM College ,Kollam,Kerala,,,,298.0
3890,89,TKM College of Engineering,Kollam,Kerala,,,,
3891,1265,TKR College of Engineering & Technology,Hyderabad,Telangana,,,,
3892,1273,TRP Engineering College (New),Tiruchirappalli,Tamil Nadu,,,,
3893,4077,TSR & TBK Degree College,Gajuwaka,Andhra Pradesh,,,,
3894,4028,Tagore Arts College,Puducherry,Pondicherry,,,,
3895,4029,Tagore College of Arts and Science,Chennai,Tamil Nadu,,,,
3896,4316,Tagore Dental College & Hospital,Chennai,Tamil Nadu,,,,
3897,1234,Tagore Engineering College,Kancheepuram,Tamil Nadu,,,,
3898,1235,Tagore Institute of Engineering and Technology,Attur,Tamil Nadu,,,,
3899,4030,Takshashila Mahavidyalaya,Amravati,Maharashtra,,,,
3900,1236,Talla Padmavathi College of Engineering,Warangal (Rural),Telangana,,,,
3901,4459,Tamil Nadu Dr. Ambedkar Law University,Chennai,Tamil Nadu,,,,
3902,4031,Tamralipta Mahavidyalaya,Purba Medinipur,West Bengal,,,,
3903,4032,"Tapi Valley Education Society`s Dhanaji Nana Mahavidyalay, Faizpur",Jalgaon,Maharashtra,,,,
3904,4033,Tara Government College,Sangareddy,Telangana,,,,
3905,4034,Tarakeswar Degree College,Tarakeswar,West Bengal,,,,
3906,4035,"Tata College, Chaibasa",Chaibasa,Jharkhand,,,,
3907,5179,Tata Institute of Fundamental Research,Mumbai,Maharashtra,,,,7.0
3908,4481,Tata Institute of Fundamental Research ,Mumbai,Maharashtra,,,,
3909,5282,Tata Institute of Social Sciences,Mumbai,Maharashtra,,,60.0,
3910,1237,"Tatyasaheb Kore Institute of Engineering & Technology, Warananagar",Warananagar,Maharashtra,,,,
3911,1238,Techno India,Dumka,Jharkhand,,,,
3912,1239,Techno India Chaibasa,Chaibasa,Jharkhand,,,,
3913,1240,Techno India NJR Institute of Technology,Udaipur,Rajasthan,,,,
3914,1241,Techno India Ramgarh,Ramgarh,Jharkhand,,,,
3915,1242,Techno International Batanagar,South Twenty Four Parganas,West Bengal,,,,
3916,1243,Techno International New Town,North Twenty Four Parganas,West Bengal,,,,
3917,1244,Techno Main Salt Lake,Kolkata,West Bengal,,,,
3918,1245,Technocrats Institute of Technology,Bhopal,Madhya Pradesh,,,,
3919,1246,Teegala Krishna Reddy Engineering College,Rangareddy,Telangana,,,,
3920,1902,Teerthanker Mahaveer University,Moradabad,Uttar Pradesh,,,,
3921,4036,"Tehatta Sadananda Mahavidya, Burdwan",Tehatta,West Bengal,,,,
3922,4460,Telangana University,Nizamabad,Telangana,,,,
3923,4037,Tellakula Jalayya Polisetty Somasunadaram College,Guntur,Andhra Pradesh,,,,
3924,4038,"Teresian College, Mysore",Mysuru,Karnataka,,,,
3925,1248,Terna Public Charitable Trust`s College of Engineering,Osmanabad,Maharashtra,,,,
3926,1249,Terna Public Charitable Trust`s Terna Engineering College,Navi Mumbai,Maharashtra,,,,
3927,4040,Tetso College,Dimapur,Nagaland,,,,
3928,4041,Tezpur College,Sonitpur,Assam,,,,
3929,4814,Tezpur University,Tezpur,Assam,,,,123.0
3930,1251,Thadomal Shahani Engineering College,Mumbai,Maharashtra,,,,
3931,1252,Thakur College of Engineering & Technology,Mumbai,Maharashtra,,,,
3932,4042,Thakur Educational Trusts Thakur College of Science and Commerce,Mumbai,Maharashtra,,,,
3933,86,Thakur School of Architecture & Planning,MUMBAI,Maharashtra,,,,
3934,4043,Thambal Marik College,Bishnupur,Manipur,,,,
3935,1253,"Thamirabharani Engineering College, Tirunelveli",THATCHANALLUR - 627 358,Tamil Nadu,,,,
3936,1254,Thangavelu Engineering College,Chennai,Tamil Nadu,,,,
3937,4044,Thanthai Hans Roever College,Perambalur,Tamil Nadu,,,,
3938,5074,Thapar Institute of Engineering and Technology,,,,,,53.0
3939,4509,Thapar Institute of Engineering and Technology ,Patiala,Punjab,,,,
3940,4045,The American College,Madurai,Tamil Nadu,,,,
3941,1256,The Assam Kaziranga University,Jorhat,Assam,,,,
3942,4046,"The Graduate School College for Women, Jamshedpur",Jamshedpur,Jharkhand,,,,
3943,4047,"The Gurunanak Vidyak Societys College of Arts Science and Commerce, East Mumbai",MUMBAI,Maharashtra,,,,
3944,4462,The Institute of Chartered Financial Analysts of India University,Gangtok,Sikkim,,,,
3945,1258,"The Institute of Chartered Financial Analysts of India University, Jharkhand",Ranchi,Jharkhand,,,,
3946,4050,The KNSB LTD Arts & Commerce College Kheralu,KHERALU PIN-384325,Gujarat,,,,
3947,4048,"The Kandivli Education Society`s Bhanumati Kishandas Shroff of Arts, Andmaganlal Hargovinddas Shroff College of Commerce",Mumbai,Maharashtra,,,,
3948,4049,The Kelkar Education Trust`s Vinayak Ganesh Vaze College of Arts Science and Commerce,Mumbai,Maharashtra,,,,
3949,4988,The LNM Institute of Information Tech,Jaipur,Rajasthan,,,,297.0
3950,1259,"The LNM Institute of Information Technology, Jaipur",Jaipur,Rajasthan,,,,
3951,4051,"The M.D.T. Hindu College, Pettai, Tirunelveli",Tirunelveli,Tamil Nadu,,,,
3952,4938,The National Institute ,Mysore,Karnataka,,,,247.0
3953,1260,The National Institute of Engineering,Mysore,Karnataka,,,,
3954,4052,The New College,Kolhapur,Maharashtra,,,,
3955,4463,The Northcap University,Gurugram,Haryana,,,,
3956,1262,The Oxford College of Engineering,Bengaluru,Karnataka,,,,
3957,4053,The Oxford College of Science,Bengaluru,Karnataka,,,,
3958,4318,The Oxford Dental College,Bangalore,Karnataka,,,,
3959,4054,"The Poona Gujrati Kelwani Mandals H.V.Desai Senior College of Arts, Science & Commerce",Pune,Maharashtra,,,,
3960,4055,The Quaid-E-Milleth College for Men,Chennai,Tamil Nadu,,,,
3961,4464,"The Rajiv Gandhi National University of Law, Patiala",Patiala,Punjab,,,,
3962,4465,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,,,,
3963,4056,The Standard Fireworks Rajaratnam College for Women,Sivakasi,Tamil Nadu,,,,
3964,5309,The University of Burdwan,Bardhaman,West Bengal,,,87.0,
3965,4996,The West Bengal National University of Juridicial Sciences,Kolkata,West Bengal,,,,5.0
3966,4057,Thevanai Ammal College for Women (Autonomous),Villupuram,Tamil Nadu,,,,
3967,4058,Thiagarajar College,Madurai,Tamil Nadu,,,,
3968,88,Thiagarajar College of Engineering,Madurai,Tamil Nadu,,,,
3969,5118,Thiagarajar School of Management,,,,,,96.0
3970,4059,Thiravium College of Arts and Science for Women,Periyakulam,Tamil Nadu,,,,
3971,4060,Thiru Kolanchiyappar Government Arts College,Cuddalore,Tamil Nadu,,,,
3972,4061,Thiru. A.Govindasamy Government Arts College,Tindivanam,Tamil Nadu,,,,
3973,4062,Thiruthangal Nadar College,CHENNAI -51,Tamil Nadu,,,,
3974,4063,Thiruvalluvar Government Arts College,Namakkal,Tamil Nadu,,,,
3975,4064,"Thiruvalluvar Univeristy, Vellore",Vellore,Tamil Nadu,,,,
3976,4065,Thoubal College,Thoubal,Manipur,,,,
3977,4066,"Thunchan Memorial Government College, Tirur",Malappuram,Kerala,,,,
3978,4067,Tinsukia Commerce College,Tinsukia,Assam,,,,
3979,4068,"Tirunelveli Dakshina Mara Nadar Sangam College, Tirunelveli Dist",Tirunelveli,Tamil Nadu,,,,
3980,4069,Tirupur Kumaran College for Women,Tiruppur,Tamil Nadu,,,,
3981,1266,"Toc-H Institute of Science and Technology, Arakunnam",Ernakulam,Kerala,,,,
3982,4070,Tolani College of Arts & Science,"Adipur, Taluka- Gandhidham",Gujarat,,,,
3983,4071,"Tolani College of Commerce, Andheri E Mumbai","Andheri (East), Mumbai",Maharashtra,,,,
3984,4072,Tolani Commerce College,Adipur,Gujarat,,,,
3985,4073,Tolani Institute of Commerce,"Adipur , Ta: Gandhidham",Gujarat,,,,
3986,1267,Tontadarya College of Engineering,Gadag,Karnataka,,,,
3987,4074,"Toshniwal Arts, Commerce & Science College",Sengaon,Maharashtra,,,,
3988,1268,"Transnational Knowledge Society's Group of Institutions, Indore",Indore,Madhya Pradesh,,,,
3989,1904,Trichy SRM Medical College Hospital and Research Centre,Tiruchirappalli,Tamil Nadu,,,,
3990,1269,Trident Academy of Technology (TAT),Bhubaneswar,Odisha,,,,
3991,1270,Trinity Academy of Engineering,Pune,Maharashtra,,,,
3992,4075,Trinity College for Women,Namakkal,Tamil Nadu,,,,
3993,1271,Trinity Institute Of Technology & Research,Bhopal,Madhya Pradesh,,,,
3994,4076,Trinity Institute of Professional Studies,West,Delhi,,,,
3995,1272,Tripura Institute of Technology,Agartala,Tripura,,,,
3996,4078,Tukaram Krishnaji Kolekar Arts and Commerce College,Kolhapur,Maharashtra,,,,
3997,1274,Tulas Institute,Dehradun,Uttarakhand,,,,
3998,4079,"Tuljaram Chaturchand College, Baramati, Dist.Pune",Pune,Maharashtra,,,,
3999,4080,"Tunga Mahavidyalaya, Anandagiri, Thirthahalli",Shimoga,Karnataka,,,,
4000,1905,U. N. Mehta Institute of Cardiology & Research Centre,Ahmedabad,Gujarat,,,,
4001,4081,Udaynarayanpur Madhabilata Mahavidyalaya,Haora,West Bengal,,,,
4002,1275,Ujjain Engineering College,Ujjain,Madhya Pradesh,,,,
4003,4082,"Umiya (Shri M. P. & B. A. Patel, Detrojwala) Arts & Commerce College for Girls",Ahmedabad,Gujarat,,,,
4004,4083,Union Christian College,Ernakulam,Kerala,,,,
4005,4084,United College,Chandel,Manipur,,,,
4006,1276,United Institute of Technology,Coimbatore,Tamil Nadu,,,,
4007,4085,United Mission Degree College,Bengaluru,Karnataka,,,,
4008,4086,Unity College,Dimapur,Nagaland,,,,
4009,4087,University College,Mangaluru,Karnataka,,,,
4010,4088,"University College for Women, Koti",Hyderabad,Telangana,,,,
4011,4939,University College o,Kakinada,Andhra Pradesh,,,,248.0
4012,1279,University College of Engineering,Vizianagaram,Andhra Pradesh,,,,
4013,1280,University College of Engineering Nagercoil,Kanniyakumari,Tamil Nadu,,,,
4014,1281,"University College of Engineering, BIT Campus Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,,,
4015,1278,"University College of Engineering, Thodupuzha",Thodupuzha,Kerala,,,,
4016,1282,University College of Engingeering,Kakinada,Andhra Pradesh,,,,
4017,1906,University College of Medical Sciences,Delhi,Delhi,,,,
4018,1283,University College of Technology (Autonomous),Hyderabad,Telangana,,,,
4019,4089,"University College, Thiruvananthapuram",Thiruvananthapuram,Kerala,,,,
4020,1284,University Institute of Chemical Technology,Jalgaon,Maharashtra,,,,
4021,1288,University Vishweshwaraya College of Engineering,Bangalore,Karnataka,,,,
4022,5235,University of Delhi,Delhi,Delhi,,,13.0,
4023,4482,University of Delhi ,Delhi,Delhi,,,,
4024,1285,University of Engineering and Management,Jaipur,Rajasthan,,,,
4025,1286,"University of Engineering and Management, Kolkata",New Town,West Bengal,,,,
4026,5115,University of Hyderabad,,,,,,94.0
4027,4496,University of Hyderabad ,Hyderabad,Telangana,,,,
4028,4467,University of Jammu,Jammu,Jammu and Kashmir,,,,
4029,4605,University of Kashmir,Srinagar,Jammu and Kashmir,,,,84.0
4030,4591,University of Madras,Chennai,Tamil Nadu,,,,70.0
4031,5287,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,,,65.0,
4032,1289,Unnamalai Institute of Technology,Kovilpatti,Tamil Nadu,,,,
4033,4090,Urumu Dhanalakshmi College,Tiruchirappalli,Tamil Nadu,,,,
4034,4091,Ushodaya Degree College,Visakhapatnam,Andhra Pradesh,,,,
4035,5312,Utkal University,Bhubaneswar,Odisha,,,88.0,
4036,1290,Uttar Pradesh Textile Technology Institute,Kanpur,Uttar Pradesh,,,,
4037,4469,Uttaranchal University,Dehradun,Uttarakhand,,,,
4038,4092,"V K Krishna Menon College of Commerce and Economics Sharad Shankar Dighe College of Science, East Mumbai",Mumbai,Maharashtra,,,,
4039,4093,"V. G. Shivdare College of Arts, Commerce and Science, Solapur",Solapur,Maharashtra,,,,
4040,1292,V. S. B. Engineering College,Karur,Tamil Nadu,,,,
4041,4094,V. S. K. Degree College,Bhimavaram,Andhra Pradesh,,,,
4042,4095,V.E.T First Grade College,Bengaluru,Karnataka,,,,
4043,4096,V.K.V.Government Degree College,Kothapeta,Andhra Pradesh,,,,
4044,4097,V.O. Chidambaram College,Tuticorin,Tamil Nadu,,,,
4045,1293,V.R.S. College Of Engineering and Technology,Viluppuram,Tamil Nadu,,,,
4046,1294,V.S.B College of Engineering Technical Campus,Coimbatore,Tamil Nadu,,,,
4047,1295,V.S.M College of Engineering,Ramachandrapuram,Andhra Pradesh,,,,
4048,4098,V.S.R. Government Degree College,Movva,Andhra Pradesh,,,,
4049,4099,V.V. Giri Government Kalasala,Dumpagadapa,Andhra Pradesh,,,,
4050,4100,V.V. Vanniaperumal College for Women,Virudhunagar,Tamil Nadu,,,,
4051,1296,V.V.College of Engineering,Tirunelveli,Tamil Nadu,,,,
4052,4101,V.V.N Degree College,Bangalore,Karnataka,,,,
4053,4106,"VBES`s Sant Muktabai Arts & Commerce College, Mutainagar",Muktainagar,Maharashtra,,,,
4054,4107,VDA Degree College,Visakhapatnam,Andhra Pradesh,,,,
4055,4148,VLB Janaki Ammal College of Arts and Science,Coimbatore,Tamil Nadu,,,,
4056,4149,"VMK SRV Arts/Science & VSB Commerce College, Hunagund",Bagalkot,Karnataka,,,,
4057,4150,"VMV Commerce JMT Arts JJP Science College, Wardhaman Nagar",Nagpur,Maharashtra,,,,
4058,4152,"VTM NSS College, Dhanuvachapuram",Thiruvananthapuram,Kerala,,,,
4059,4323,"VYWS Dental College, Amravati",Amravati,Maharashtra,,,,
4060,1297,Vaagdevi College of Engineering,Warangal,Telangana,,,,
4061,1298,Vaagdevi Institute of Technology and Science,Proddatur,Andhra Pradesh,,,,
4062,1299,Vageswari College of Engineering,Karimnagar,Telangana,,,,
4063,4102,"Vaidyanath College of Arts, Science & Commerce, Parli-Vaijnath",Parli-Vaijnath,Maharashtra,,,,
4064,4103,Valliammal College for Women,Chennai,Tamil Nadu,,,,
4065,4804,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana,,,,113.0
4066,4853,Vardhaman College of Engineering,Rangareddy,Telangana,,,,162.0
4067,5141,Vardhman Mahavir Medical College & Safdarjung Hospital,,,,,,19.0
4068,4104,"Vasanta Collge, Rajghat",Varanasi,Uttar Pradesh,,,,
4069,4105,Vasantrao Naik Arts and Social Science Institute,Nagpur,Maharashtra,,,,
4070,4990,Vasavi College ,Hyderabad,Telangana,,,,299.0
4071,1302,Vasavi College of Engineering,Hyderabad,Telangana,,,,
4072,1303,Vasireddy Venkatadri Institute of Technology,Guntur,Andhra Pradesh,,,,
4073,4108,"Vedavati Government First Grade College, Hiryuru.",Chitradurga,Karnataka,,,,
4074,1304,Vedavyasa Institute of Technology,Malappuram,Kerala,,,,
4075,1305,Vedica Institute of Technology,Bhopal,Madhya Pradesh,,,,
4076,4109,"Veer Shaheed Kesari Chand Rajkiya Snatkottar Mahavidyalaya, Dakpathar, Vikas Nagar",VIKASNAGAR,Uttarakhand,,,,
4077,1306,Veer Surendra Sai University of Technology,Burla,Odisha,,,,
4078,4110,Veer Wajekar Arts Science and Commerce College,Raigarh,Maharashtra,,,,
4079,4111,Veerangana Jhalkari Bai Government Girls College,GWALIOR,Madhya Pradesh,,,,
4080,4810,"Veermata Jijabai Technological Institute (VJTI, Mumbai)",Mumbai,Maharashtra,,,,119.0
4081,1308,Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College,Chennai,Tamil Nadu,,,,
4082,1309,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,Morai,Tamil Nadu,,,,
4083,4112,Vel Tech Ranga Sanku Arts College,Thiruvallur,Tamil Nadu,,,,
4084,1310,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,,,,
4085,4832,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh,,,,141.0
4086,1312,Velalar College of Engineering and Technology,Erode,Tamil Nadu,,,,
4087,1313,Velammal College of Engineering & Technology,Madurai,Tamil Nadu,,,,
4088,1314,Velammal Engineering College,Chennai,Tamil Nadu,,,,
4089,4113,Vellalar College for Women,Erode,Tamil Nadu,,,,
4090,1315,Vellore Institute of Technology,Vellore,Tamil Nadu,,,,
4091,4483,Vellore Institute of Technology ,Vellore,Tamil Nadu,,,,
4092,1316,Vels Institute of Science Technology & Advanced Studies (VISTAS) -Chennai,Chennai,Tamil Nadu,,,,
4093,1317,Vemana Institute of Technology,Bengaluru,Karnataka,,,,
4094,1318,Vemu Institute of Technology,Chittoor,Andhra Pradesh,,,,
4095,4114,Vidhya Sagar Womens College,Chengalpattu,Tamil Nadu,,,,
4096,1319,Vidya Academy of Science & Technology,Thrissur,Kerala,,,,
4097,1320,Vidya Jyothi Institute of Technology,Hyderabad,Telangana,,,,
4098,1321,Vidya Prasarak Mandal`s Maharshi Parshuram College of Engineering,Velneshwar,Maharashtra,,,,
4099,4115,Vidya Prasarak Mandals K G Joshi College of Arts & N G Bedekar College of Commerce Chendani Bunder Road Thane,Thane,Maharashtra,,,,
4100,1322,Vidya Pratishthan`s Kamalnayan Bajaj Institute of Engineering & Technology,Baramati,Maharashtra,,,,
4101,1323,Vidya Vihar Institute of Technology,Purnia,Bihar,,,,
4102,1324,"Vidya Vikas Education Trust Universal College of Engineering, Thane",Palghar,Maharashtra,,,,
4103,1325,Vidya Vikas Institute of Engineering & Technology,Mysore,Karnataka,,,,
4104,4470,"Vidya Vikas Mandals Govind Ramnath Kare College of Law, Margao",South Goa,Goa,,,,
4105,4116,"Vidyabharati Mahavidyalaya, Amravati",Amravati,Maharashtra,,,,
4106,4117,"Vidyabharti College, Selu",Wardha,Maharashtra,,,,
4107,4118,Vidyalankar Danyanpeeth Trust College of B Sc I T Wadala Mumbai,Mumbai,Maharashtra,,,,
4108,4991,Vidyavardhaka College of Engin,Mysuru,Karnataka,,,,300.0
4109,1326,"Vidyavardhaka College of Engineering, Mysore",Mysuru,Karnataka,,,,
4110,4471,"Vidyavardhaka Law College, Mysore",Mysore,Karnataka,,,,
4111,1327,Vidyavardhini`s College of Engineering and Technology,Vasai,Maharashtra,,,,
4112,4119,"Vidyayan Mahavidyalaya Sangola, Dist.-Solapur",Solapur,Maharashtra,,,,
4113,4940,Vignan Institute of Technolo,Yadadri-Bhuvangiri,Telangana,,,,249.0
4114,1328,Vignan Institute of Technology and Science,Yadadri-Bhuvangiri,Telangana,,,,
4115,4790,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,,,,99.0
4116,1333,Vignan's Institute of Management & Technology for Women,Hyderabad,Telangana,,,,
4117,1329,Vignan`s Institute of Engineering for Women,Visakhapatnam,Andhra Pradesh,,,,
4118,1330,Vignan`s Institute of Information Technology,Visakhapatnam,Andhra Pradesh,,,,
4119,1331,Vignana Bharathi Institute of Technology,Hyderabad,Telangana,,,,
4120,4120,Vijaygarh Jyotish Roy College,Kolkata,West Bengal,,,,
4121,1334,Vimal Jyothi Engineering College,Kannur,Kerala,,,,
4122,4121,"Vimala College, Thrissur",Thrissur,Kerala,,,,
4123,4122,"Vinayak College, Kalan",SHEOPUR,Madhya Pradesh,,,,
4124,1335,Vinayaka Mission's Kirupananda Variyar Engineering College,Salem,Tamil Nadu,,,,
4125,1908,Vinayaka Mission's Kirupananda Variyar Medical College and Hospital,Salem,Tamil Nadu,,,,
4126,1909,Vinayaka Mission's Medical College and Hospital,Karaikal,Pondicherry,,,,
4127,4319,Vinayaka Mission`s Sankarachariyar Dental College,Salem,Tamil Nadu,,,,
