name,city,state,nirfRank,rank
"Mamo College Manassery, Mukkam",Kozhikode,Kerala,nan,nan
Management Development Institute,nan,nan,13,nan
Manakulavinayagar Institute of Technology,Puducherry,Pondicherry,nan,nan
Manav Rac,Faridabad,Haryana,282,nan
Manav Rachna International Institute of Research & Studies,Faridabad,Haryana,105,nan
Manav Rachna University,Faridabad,Haryana,nan,nan
Mandava Institute of Engineering and Technology,Jaggaiahpeta,Andhra Pradesh,nan,nan
Mangalam College of Engineering,Kottayam,Kerala,nan,nan
"Mangalmay Institute of Engineering and Technology, Greater Noida",Greater Noida,Uttar Pradesh,nan,nan
Mangalore Institute of Technology & Engineering,Mangaluru,Karnataka,nan,nan
Mangolnganbi College,Ningthoukhong,Manipur,nan,nan
Maniben Nanavati Women's College,Mumbai,Maharashtra,nan,nan
Manikpur Anchalik College,Bongaigaon,Assam,nan,nan
Manipal Academy of Higher Education ,Manipal,Karnataka,nan,nan
"Manipal Academy of Higher Education, Manipal",Manipal,Karnataka,nan,7
"Manipal College of Dental Sciences, Mangalore",Mangalore,Karnataka,7,nan
"Manipal College of Dental Sciences, Manipal",Udupi,Karnataka,2,nan
Manipal Institute of Technology,Manipal,Karnataka,55,nan
"Manipal School of Architecture and Planning, Mahe",Udupi,Karnataka,15,nan
"Manipal University, Jaipur",Jaipur,Rajasthan,75,nan
"Manipal University, Jaipur",nan,nan,85,nan
Mankar College,Mankar,West Bengal,nan,nan
Mannam Memorial N. S. S. College,Kollam,Kerala,nan,nan
Mannar Tirumalai Naicker College,Madurai,Tamil Nadu,nan,nan
"Manoharbhai Patel Arts Commerce, Deori",Deori. Dist- Gondia,Maharashtra,nan,nan
Manonmaniam Sundaranar University Constituent College,Kadayanallur,Tamil Nadu,nan,nan
"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,nan,80
Mar Athanasios College For Advanced Studies Tiruvalla,Thiruvalla,Kerala,nan,nan
Mar Athanasius College,Kothamangalam,Kerala,nan,nan
"Mar Athanasius College of Engineering, Ernakulam",Ernakulam,Kerala,nan,nan
"Mar Augusthinose College, Kottayam",Kottayam,Kerala,nan,nan
Mar Baselios Christian College of Engineering & Technology,Peermade,Kerala,nan,nan
Mar Baselios College of Engineering and Technology,Thiruvananthapuram,Kerala,nan,nan
Mar Baselios Dental College,Ernakulam,Kerala,nan,nan
Mar Baselios Institute of Technology and Science,Kothamangalam,Kerala,nan,nan
Mar Gregorios College,Chennai,Tamil Nadu,nan,nan
Mar Ivanios College for Advanced Studies,Tiruvalla,Kerala,nan,nan
Mar Ivanios College of Arts and Science,Mavelikara,Kerala,nan,nan
"Mar Ivanios College, Thiruvananthapuram",Thiruvananthapuram,Kerala,nan,nan
"Mar Thoma College For Women, Perumbavoor",Ernakulam,Kerala,nan,nan
"Mar Thoma College, Chungathara",Malappuram,Kerala,nan,nan
"Mar Thoma Institute of Technology, Kollam",KOLLAM,Kerala,nan,nan
Maratha Mandal`s Nathajirao G Halgekar Institute,Belgaum,Karnataka,nan,nan
"Maratha Vidya Prasarak Samajs Arts & Commerce College, Dist. Nashik",Nashik,Maharashtra,nan,nan
Maratha Vidya Prasarak Samak`s Karmaveer Adv. Baburao Ganpatrao Thakare College of Engineering,Nashik,Maharashtra,nan,nan
Marathwada Institute of Technology,Aurangabad,Maharashtra,nan,nan
"Marathwada Legal`s & General Education Society`s, Manikchand Pahade Law College",Aurangabad,Maharashtra,nan,nan
Marathwada Mitra Mandal College of Engineering Pune,Pune,Maharashtra,nan,nan
"Marathwada Mitra Mandal`s College of Architecture, Pune",Pune,Maharashtra,nan,nan
"Marathwada Mitra Mandal`s College of Commerce, Pune",Pune,Maharashtra,nan,nan
Marathwada Mitra Mandal`s Institute of Technology,Pune,Maharashtra,nan,nan
"Marathwada Mitra Mandal`s Shankarrao Chavan Law College, Pune",Pune,Maharashtra,nan,nan
"Marathwada Shikshan Prasarak Mandal`s Shiv Chhatrapati Arts, Science & Commerce College",Aurangabad,Maharashtra,nan,nan
"Marathwada Shikshan Prasarak Mandal`s Swami Vivekanand Arts, Science & Commerce College",Bid,Maharashtra,nan,nan
Margherita College,Tinsukia,Assam,nan,nan
"Marian College, Kuttikanam P.O. Peermade",Kuttikanam,Kerala,nan,nan
Marian Engineering College,Thiruvananthapuram,Kerala,nan,nan
Maris Stella College,Krishna,Andhra Pradesh,nan,nan
Markham College of Commerce,Dist. Hazaribag,Jharkhand,nan,nan
Marri Laxman Reddy Institute of Technology and Management,Hyderabad,Telangana,nan,nan
"Marthoma College of Science and Technology, Chadayamangalam",Ayur,Kerala,nan,nan
"Marudhar Kesari Jain College for Women, Marudhar Nagar",Vellore,Tamil Nadu,nan,nan
Marwadi University,Rajkot,Gujarat,nan,nan
Marwari College,RANCHI,Jharkhand,nan,nan
"Mary Matha Arts & Science College, Wayanad",Wayanad,Kerala,nan,nan
Mary Matha College of Arts & Science,Theni,Tamil Nadu,nan,nan
Master School of Management,Meerut,Uttar Pradesh,nan,nan
Mata Gujari Mahila Mahavidyalaya,Jabalpur,Madhya Pradesh,nan,nan
"Mata Gujri College, Fatehgarh Sahib",Fatehgarh Sahib,Punjab,nan,nan
"Matoshree Shantabai Gote Arts, Commerce & Science College, Washim",Washim,Maharashtra,nan,nan
"Matoshri Education Society`s Matoshri College of Engineering & Research Centre, Nashik",Nashik,Maharashtra,nan,nan
"Matoshri Subhadrabai Patil Arts and Late Pandurangji Thakare Commerce College, Manora",Manora,Maharashtra,nan,nan
Matrusri Enginering College,Hyderabad,Telangana,nan,nan
"Matsyodari Shikshan Sanstha`s College of Engineering and Technology, Jalna",Jalna,Maharashtra,nan,nan
Maulana Abul Kalam Azad University,Nadia,West Bengal,227,nan
Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal,nan,nan
Maulana Azad College of Arts & Science & Commerce,District Aurangabad,Maharashtra,nan,nan
Maulana Azad Institute of Dental Sciences,Delhi,Delhi,4,nan
Maulana Azad Medical College,Delhi,Delhi,nan,nan
Maulana Azad Medical College,nan,nan,23,nan
Maulana Azad Memorial College,Dist. Jammu,Jammu and Kashmir,nan,nan
Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,70,nan
"Mauli Group of Institutions, College of Engineering and Technology",Shegaon,Maharashtra,nan,nan
Mayang Anchalik College,Morigaon,Assam,nan,nan
"Maynaguri College, Jalpaiguri",Maynaguri,West Bengal,nan,nan
Md. Sathak College of Arts and Science,Chennai,Tamil Nadu,nan,nan
Medi-Caps University,Indore,Madhya Pradesh,nan,nan
Medical College,nan,nan,43,nan
Medical College,Kolkata,West Bengal,nan,nan
Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,22,nan
Meenakshi College for Women,Chennai,Tamil Nadu,nan,nan
Meenakshi Sundararajan Engineering College,Chennai,Tamil Nadu,nan,nan
"Meerut Institute Of Technology, Meerut",Meerut,Uttar Pradesh,nan,nan
Meerut Institute of Engineering & Technology,Meerut,Uttar Pradesh,nan,nan
Meghnad Saha Institute of Technology,Kolkata,West Bengal,nan,nan
"Mehar Chand Mahajan DAV College, Kangra",Kangra,Himachal Pradesh,nan,nan
Mehr Chand Mahajan D.A.V. College for Women,Chandigarh,Chandigarh,nan,nan
Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,129,nan
Mercy College,Palakkad,Kerala,nan,nan
Methodist College of Engineering & Technology,Hyderabad,Telangana,nan,nan
Mewar University,Chittorgarh,Rajasthan,nan,nan
Micheal Madhusudan Datta College,Sabroom,Tripura,nan,nan
Midnapore City College,Midnapore,West Bengal,nan,nan
Midnapore College,Paschim Medinipur,West Bengal,nan,nan
Midnapore Medical College and Hospital,Midnapore,West Bengal,nan,nan
"Milad-E-Sherief Memorial College, Kayamkulam",Alappuzha,Kerala,nan,nan
Milagres College,Udupi,Karnataka,nan,nan
Miraj Mahavidyalaya,Sangli,Maharashtra,nan,nan
Miranda House,Delhi,Delhi,nan,nan
Miriam Degree College,Amalapuram,Andhra Pradesh,nan,nan
Mizoram University,Aizawl,Mizoram,nan,78
Model Engineering College,Cochin,Kerala,nan,nan
Model Institute of Engineering and Technology,Jammu,Jammu and Kashmir,nan,nan
"Model Mahila College, Kharsawan",Saraikela_Kharsawan,Jharkhand,nan,nan
Modern College,Imphal East,Manipur,nan,nan
"Modern College of Arts, Science & Commerce",Pune,Maharashtra,nan,nan
Modern Education Society`s College of Engineering,Pune,Maharashtra,nan,nan
"Mohamed Sathak Engineering College, Kilakarai",Ramanathapuram,Tamil Nadu,nan,nan
Mohan Lal Sukhadia University,Udaipur,Rajasthan,nan,nan
Mohanrao Patangrao Patil Mahavidyalaya,Dist. Sangli,Maharashtra,nan,nan
Montessori Mahila Kalasala,Vijayawda,Andhra Pradesh,nan,nan
"Moradabad Educational Trust, Group of Institutions, Faculty of B. Architecture",Moradabad,Uttar Pradesh,nan,nan
Moradabad Institute of Technology,Moradabad,Uttar Pradesh,nan,nan
Moreh College,Moreh,Manipur,nan,nan
Morigaon College,Morigaon,Assam,nan,nan
Morning Star Home Science College,Ernakulam,Kerala,nan,nan
Mother Theresa Institute of Engineering and Technology,Palamaner,Andhra Pradesh,nan,nan
Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,47,nan
Mount Carmel College (Autonomous),Bengaluru,Karnataka,nan,nan
Mount Zion College of Engineering and Technology,Pudukkottai,Tamil Nadu,nan,nan
Mudhoji College,Phaltan,Maharashtra,nan,nan
Muffakham Jah College of Engineering and Technology,Hyderabad,Telangana,nan,nan
Mugberia Gangadhar Mahavidyalaya,Purba Medinipur,West Bengal,nan,nan
"Mula Education Society?s Arts, Commerce and Science College, Sonai",Sonai,Maharashtra,nan,nan
"Mula Education Societys Shri Dnyaneshwar Mahavidyalaya,Arts,Commerce & Science College, Ahmednagar",Ahmadnagar,Maharashtra,nan,nan
"Multani Mal Modi College, Patiala",Patiala,Punjab,nan,nan
Mumbai University,Mumbai,Maharashtra,nan,45
Municipal P.G Degree College Mussoorie,Dehradun,Uttarakhand,nan,nan
Murgaon Education Society`s College of Arts and Commerce,South Goa,Goa,nan,nan
Muthayammal College of Arts & Science,Namakkal,Tamil Nadu,nan,nan
Muthayammal Engineering College,Namakkal,Tamil Nadu,nan,nan
Muthoot Institute of Technolo,Puthencruz,Kerala,283,nan
Muthoot Institute of Technology and Science,Puthencruz,Kerala,nan,nan
Muthurangam Government Arts College,,Tamil Nadu,nan,nan
Mysore Makkala Koota and Sri Dharmasthala Manjunatheswara College for Women,Mysuru,Karnataka,nan,nan
Mysore University,Mysuru,Karnataka,nan,33
N. B. K. R. Institute of Science & Technology,Vidyanagar,Andhra Pradesh,nan,nan
N. B. M. Law College,Visakhapatnam,Andhra Pradesh,nan,nan
N. E. F. Law College,Kamrup,Assam,nan,nan
N. G. M. College,Pollachi,Tamil Nadu,nan,nan
N. P. R. Arts & Science College,Dindigul,Tamil Nadu,nan,nan
N. S. Patel Arts College,Anand,Gujarat,nan,nan
"N.B.G.S.M.College, SOHNA",Gurgaon,Haryana,nan,nan
"N.B.K.R Science & Arts College, Vidyanagar",Vidyanagar,Andhra Pradesh,nan,nan
"N.D.M.V.P.Samajs Arts,Science & Commerce College, Deolali Camp, Dist.Nashik",NASHIK,Maharashtra,nan,nan
"N.D.M.V.P.Samajs College of Architecture, Nashik",NASHIK,Maharashtra,nan,nan
"N.D.M.V.P.Samajs Karmaveer Kakasaheb Wagh Arts, Science & Commerce College",Nashik,Maharashtra,nan,nan
N.M.S.S.V.N.College,Madurai,Tamil Nadu,nan,nan
"N.P.R. College of Engineering and Technology, Natham Village, Dindigul",Dindigul,Tamil Nadu,nan,nan
"N.S.P.R. Government Degree College for Women, Hindupur",Hindupur,Andhra Pradesh,nan,nan
"N.S.S College, Rajakumari, Kulapparachal",Idukki,Kerala,nan,nan
NG College,Imphal West,Manipur,nan,nan
NIE Institute of Technology,Mysuru,Karnataka,nan,nan
"NIMS University, Jaipur",Jaipur,Rajasthan,nan,nan
NIMT Technical and Professional College,Jaipur,Rajasthan,nan,nan
NIMT Vidhi Evam Kanoon Sansthan,Greater Noida,Uttar Pradesh,nan,nan
NITRA Technical Campus,Ghaziabad,Uttar Pradesh,nan,nan
NITTE,Mangaluru,Karnataka,nan,75
NKR Government Arts College for Women,Namakkal,Tamil Nadu,nan,nan
NMAM Institute of Technology,"Nitte, Udupi",Karnataka,175,nan
NMKRV College For Women,Bengaluru,Karnataka,nan,nan
"NOORUL ISLAM COLLEGE OF DENTAL SCIENCES, NEYYATTINKARA",Neyyattinkara,Kerala,nan,nan
NRI - Institute of Research & Technology,Bhopal,Madhya Pradesh,nan,nan
NRI Institute of Information Science and Technology,Bhopal,Madhya Pradesh,nan,nan
NRI Institute of Technology,Vijayawada,Andhra Pradesh,nan,nan
NSHM College of Management and Technology,Kolkata,West Bengal,nan,nan
NSHM Knowledge Campus Durgapur Group of Institutions,Barddhaman,West Bengal,nan,nan
NSS College,Pathanamthitta,Kerala,nan,nan
NSS College Manjeri,Malappuram,Kerala,nan,nan
NSS College of Engineering,Palakkad,Kerala,nan,nan
"NSS College, Nenmara",Palakkad,Kerala,nan,nan
"NSS College, Nilamel",Kollam,Kerala,nan,nan
"NSS College, Ottappalam",Palakkad,Kerala,nan,nan
"NTR Government Degree College, Valmikipuram Rural",Valmikipuram,Andhra Pradesh,nan,nan
"NV Patel College of Pure and Applied Sciences, Vallabh Vidyanagar",Vallabh Vidyanagar,Gujarat,nan,nan
Nabadwip Vidyasagar College,Nadia,West Bengal,nan,nan
Nabagram Hiralal Paul College,Konnagar,West Bengal,nan,nan
"Nabira College, Katol",KATOL,Maharashtra,nan,nan
"Nachikata College of Computer Science Technology, Jabalpur",Jabalpur,Madhya Pradesh,nan,nan
Nadar Mahajana Sangam Sermathai Vasan College for Women,Madurai,Tamil Nadu,nan,nan
"Nadar Saraswathi College of Arts and Science, Theni",Theni,Tamil Nadu,nan,nan
Nadar Saraswathi College of Engineering & Technology,Theni,Tamil Nadu,nan,nan
Nagaon G.N.D.G. Commerce College,Nagaon,Assam,nan,nan
Nagar College,Murshidabad,West Bengal,nan,nan
"Nagarik Shikshan Santhas College of Commerce, Mumbai",MUMBAI,Maharashtra,nan,nan
"Nagarjuna College of Engineering & Technology, Bangalore",Bengaluru,Karnataka,nan,nan
Nagarjuna Government College,Nalgonda,Telangana,nan,nan
"Nagesh Karajagi Orchid College of Engineering and Technology, Solapur.",Solapur,Maharashtra,nan,nan
"Nagindas Khandwala College of Commerce Arts & Management Studies and Shantaben Nagindas Khandwala College of Science, West Mumbai",Mumbai,Maharashtra,nan,nan
Nagpur Institute of Technology,Nagpur,Maharashtra,nan,nan
Naipunya Institute of Management and Information Technology,Thrissur,Kerala,nan,nan
Nair Hospital Dental College,Mumbai,Maharashtra,17,nan
Nalanda Institute of Technology Bhubaneswar,BHUBANESWAR,Odisha,nan,nan
Nalla Malla Reddy Engineering College,Hyderabad,Telangana,nan,nan
Nalla Narasimha Reddy Education Society`s Group of Institutions,Hyderabad,Telangana,nan,nan
Nalsar University of Law,Hyderabad,Telangana,4,nan
Nambol L. Sanoi College,Bishnupur,Manipur,nan,nan
"Namchi Government College, Kamrang",South District,Sikkim,nan,nan
Namrup College,Dibrugarh,Assam,nan,nan
"Nanasaheb Mahadik College of Engineering, Peth",Sangli,Maharashtra,nan,nan
Nandalal Borghoain City College,Dibrugarh,Assam,nan,nan
Nandha Arts and Science College,Erode,Tamil Nadu,nan,nan
Nandha College of Technology,Erode,Tamil Nadu,nan,nan
Nandha Engineering College,Erode,Tamil Nadu,nan,nan
"Nanjil Catholic College of Arts and Science, Kaliyakkavilai",Kanniyakumari,Tamil Nadu,nan,nan
Narasaraopeta Engin,Narasaraopet,Andhra Pradesh,284,nan
Narasaraopeta Engineering College,Narasaraopet,Andhra Pradesh,nan,nan
Narasaraopeta Institute of Technology,Narasaraopet,Andhra Pradesh,nan,nan
Narasinha Dutt College,Howrah,West Bengal,nan,nan
Narasu?s Sarathy Institute of Technology,Salem,Tamil Nadu,nan,nan
Narayana Engineering College,Gudur,Andhra Pradesh,nan,nan
Narayana Engineering College,Nellore,Andhra Pradesh,nan,nan
"Narayana Medical College, Nellore",Sri Potti Sriramulu Nellore,Andhra Pradesh,nan,nan
Narmada College of Science & Commerce,Bharuch,Gujarat,nan,nan
Narsimhareddy Engineering College,Secunderabad,Telangana,nan,nan
Narula Institute,Kolkata,West Bengal,228,nan
Narula Institute of Technology,Kolkata,West Bengal,nan,nan
"National Centre for Rural Developments Sterling College of Arts Science & Commerce, Navi Mumbai","Nerul (E), Navi Mumbai",Maharashtra,nan,nan
National College,Tiruchirappalli,Tamil Nadu,nan,nan
"National College, Bangalore (Autonomous)",Bangalore,Karnataka,nan,nan
National Engineering College,Kovilpatti,Tamil Nadu,169,nan
National Fire Service College,Nagpur,Maharashtra,nan,nan
"National Institute of Advanced Manufacturing Technology, Ranchi",Ranchi,Jharkhand,150,nan
"National Institute of Ayurveda, Jaipur",Jaipur,Rajasthan,nan,nan
"National Institute of Fashion Technology, Kannur",Kannur,Kerala,nan,nan
"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,127,nan
"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)",Thanjavur,Tamil Nadu,86,nan
"National Institute of Industrial Engineering, Mumbai",nan,nan,9,nan
"National Institute of Mental Health & Neuro Sciences, Bangalore",Bangalore,Karnataka,42,nan
"National Institute of Mental Health & Neuro Sciences, Bangalore",nan,nan,4,nan
"National Institute of Mental Health & Neuro Sciences, Bangalore ",Bangalore,Karnataka,nan,nan
National Institute of Science & Technology,Berhampur,Odisha,nan,nan
National Institute of Techn,Dimapur,Nagaland,229,nan
National Institute of Technology ,Tadepalligudem,Andhra Pradesh,285,nan
National Institute of Technology Agartala,Agratala,Tripura,80,nan
National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,171,nan
National Institute of Technology Delhi,Delhi,Delhi,194,nan
National Institute of Technology Durgapur,Durgapur,West Bengal,34,nan
National Institute of Technology Goa,Ponda,Goa,88,nan
National Institute of Technology Karnataka ,Surathkal,Karnataka,nan,nan
"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,nan,nan
"National Institute of Technology Karnataka, Surathkal ",Surathkal,Karnataka,10,nan
National Institute of Technology Kurukshetra,Kurukshetra,Haryana,50,nan
National Institute of Technology Manipur,Imphal,Manipur,108,nan
National Institute of Technology Meghalaya,Shillong,Meghalaya,60,nan
National Institute of Technology Mizoram,Aizawl,Mizoram,nan,nan
National Institute of Technology Nagaland,Dimapur,Nagaland,nan,nan
National Institute of Technology Puducherry,Karaikal,Pondicherry,136,nan
National Institute of Technology Rourkela,Rourkela,Odisha,24,nan
National Institute of Technology Rourkela ,Rourkela,Odisha,nan,nan
National Institute of Technology Sikkim,South Sikkim,Sikkim,173,nan
National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir,66,nan
National Institute of Technology Tiruchirappalli ,Tiruchirappalli,Tamil Nadu,nan,nan
National Institute of Technology Uttarakhand,Srinagar (Garhwal),Uttarakhand,131,nan
National Institute of Technology Warangal,Warangal,Telangana,21,nan
"National Institute of Technology, Andhra Pradesh",TADEPALLIGUDEM,Andhra Pradesh,nan,nan
"National Institute of Technology, Calicut",Kozhikode,Kerala,31,nan
"National Institute of Technology, Calicut",nan,nan,84,nan
"National Institute of Technology, Hamirpur",Hamirpur,Himachal Pradesh,128,nan
"National Institute of Technology, Jamshedpur",Jamshedpur,Jharkhand,90,nan
"National Institute of Technology, Patna",Patna,Bihar,63,nan
"National Institute of Technology, Raipur",Raipur,Chhattisgarh,65,nan
"National Institute of Technology, Silchar",Silchar,Assam,50,nan
"National Institute of Technology, Tiruchirappalli",nan,nan,39,nan
"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,23,nan
"National Law Institute University, Bhopal",Bhopal,Madhya Pradesh,15,nan
National Law School of India University,Bengaluru,Karnataka,1,nan
National Law University,New Delhi,Delhi,2,nan
National Law University,Cuttack,Odisha,25,nan
National Law University and Judicial Academy,Kamrup,Assam,24,nan
"National Law University, Jodhpur",Jodhpur,Rajasthan,10,nan
National University of Advanced Legal Studies (NUALS),Kochi,Kerala,nan,nan
"National University of Study & Research in Law, Ranchi",Ranchi,Jharkhand,22,nan
Nav Nirman Sewa Samiti`s Samalkha Group of Institutions,Panipat,Haryana,nan,nan
Naveen Government College Khertha,"Village Khertha, Block Dondilohara",Chhattisgarh,nan,nan
